Time [s]	Rotating hub Mx  [kNm]	Rotating hub My  [kNm]	Rotating hub Mz  [kNm]	Rotating hub Fx  [kN]	Rotating hub Fy  [kN]	Rotating hub Fz  [kN]	Stationary hub Mx  [kNm]	Stationary hub My  [kNm]	Stationary hub Mz  [kNm]	Stationary hub Fx  [kN]	Stationary hub Fy  [kN]	Stationary hub Fz  [kN]	Rotor speed  [rad/s]	
159	475.08	281.697	389.588	198.085	-812.996	56.5341	475.08	-410.41	250.392	198.085	7.16917	-814.927	0.56709
159.05	452.269	302.446	377.609	198.201	-808.713	86.1843	452.269	-407.637	260.565	198.201	0.324953	-813.292	0.566813
159.1	425.036	332.011	325.197	197.132	-802.287	111.318	425.036	-366.898	285.255	197.132	-2.39962	-809.969	0.566829
159.15	402.647	350.1	245.424	195.872	-795.548	134.753	402.647	-299.062	305.556	195.872	-3.66032	-806.872	0.567043
159.2	391.756	362.407	149.143	197.601	-789.764	157.651	391.756	-215.432	327.371	197.601	-4.35966	-805.334	0.567411
159.25	397.981	367.759	43.178	201.484	-785.218	181.774	397.981	-122.393	349.473	201.484	-6.03633	-805.96	0.567885
159.3	417.076	377.194	-38.2305	203.12	-778.979	205.025	417.076	-55.676	375.016	203.12	-7.22081	-805.476	0.568072
159.35	443.555	416.539	-86.7746	201.894	-773.387	223.729	443.555	-30.3615	424.397	201.894	-3.85963	-805.088	0.568218
159.4	468.652	464.703	-131.859	199.714	-770.095	241.802	468.652	-13.876	482.849	199.714	0.781906	-807.164	0.567991
159.45	482.309	508.424	-158.909	198.976	-764.198	262.924	482.309	-16.3343	532.428	198.976	1.80594	-808.161	0.567591
159.5	480.778	554.959	-147.927	201.583	-754.317	286.738	480.778	-58.1799	571.382	201.583	-1.04025	-806.977	0.567161
159.55	464.586	627.504	-89.6954	204.242	-744.112	310.314	464.586	-155.807	614.435	204.242	-3.85075	-806.215	0.56691
159.6	442.088	692.378	-7.04881	204.632	-734.962	336.342	442.088	-275.042	635.444	204.632	-8.49859	-808.222	0.566972
159.65	422.394	726.451	80.0628	202.239	-723.7	362.833	422.394	-386.229	620.458	202.239	-14.3371	-809.434	0.567323
159.7	412.82	743.898	151.914	199.962	-712.456	384.341	412.82	-475.545	591.877	199.962	-15.6352	-809.362	0.567678
159.75	417.409	739.212	211.722	199.013	-703.565	402.922	417.409	-542.275	545.158	199.013	-13.2116	-810.663	0.568312
159.8	434.848	729.293	238.1	199.233	-696.834	418.122	434.848	-575.245	507.596	199.233	-6.68184	-812.625	0.568575
159.85	459.557	733.6	270.907	198.018	-685.035	431.483	459.557	-619.52	477.237	198.018	-1.16294	-809.598	0.568907
159.9	484.028	732.615	295.953	198.485	-672.582	449.186	484.028	-653.118	444.69	198.485	0.225094	-808.786	0.568915
159.95	499.512	724.626	309.217	201.371	-660.132	470.415	499.512	-671.688	411.744	201.371	-1.29319	-810.594	0.56856
160	497.377	703.521	305.194	204.899	-644.475	489.015	497.377	-667.199	378.062	204.899	-2.53925	-808.998	0.568202
160.05	480.748	667.936	279.361	208.441	-627.318	503.608	480.748	-635.268	347.296	208.441	-1.67494	-804.454	0.567756
160.1	450.158	637.4	273.13	209.356	-610.083	519.688	450.158	-620.377	309.858	209.356	-2.25828	-801.418	0.567466
160.15	418.604	611.13	256.619	210.114	-597.942	541.204	418.604	-599.086	283.6	210.114	-3.64375	-806.488	0.567609
160.2	399.7	583.896	261.345	207.414	-579.112	562.815	399.7	-591.571	243.473	207.414	-9.38294	-807.492	0.568181
160.25	397.499	559.36	225.344	206.734	-560.457	577.245	397.499	-555.465	234.782	206.734	-9.83888	-804.504	0.568506
160.3	414.764	560.097	203.163	208.599	-543.796	588.839	414.764	-547.263	235.558	208.599	-7.03547	-801.496	0.569143
160.35	444.017	578.287	221.155	210.434	-529.201	604.059	444.017	-579.291	218.511	210.434	-5.24641	-803.065	0.569228
160.4	476.991	592.663	227.61	212.522	-516.818	621.238	476.991	-600.44	206.222	212.522	-2.91384	-808.102	0.569392
160.45	506.293	610.408	252.946	213.921	-496.98	632.815	506.293	-635.7	180.178	213.921	-2.65106	-804.634	0.569489
160.5	524.291	631.705	260.08	214.73	-477.533	643.102	524.291	-661.911	169.018	214.73	-1.48531	-801.009	0.569182
160.55	523.275	655.3	286.78	215.111	-457.561	660.508	523.275	-701.104	141.822	215.111	-5.04103	-803.497	0.569002
160.6	504.463	666.254	310.571	215.402	-436.458	679.404	504.463	-727.106	108.01	215.402	-10.2092	-807.453	0.568713
160.65	472.308	658.442	320.749	216.26	-414.668	695.014	472.308	-728.61	74.5272	216.26	-13.9961	-809.196	0.568648
160.7	438.833	645.357	320.772	215.267	-393.477	704.684	438.833	-719.134	47.1819	215.267	-14.1618	-806.972	0.568948
160.75	415.071	635.216	318.877	214.469	-374.68	714.709	415.071	-710.372	23.5198	214.469	-12.4999	-806.869	0.569242
160.8	406.474	641.938	322.766	215.452	-356.133	725.36	406.474	-718.508	2.86359	215.452	-10.884	-807.997	0.569627
160.85	413.658	655.204	311.963	216.767	-337.361	734.157	413.658	-725.678	-2.16741	216.767	-8.59634	-807.914	0.569836
160.9	434.64	647.212	273.272	218.251	-319.187	744.47	434.64	-702.476	9.38756	218.251	-6.35594	-809.985	0.57006
160.95	460.437	618.587	206.699	218.197	-299.435	749.979	460.437	-650.958	40.3491	218.197	-3.65116	-807.537	0.569892
161	483.772	579.195	129.968	216.949	-278.079	756.27	483.772	-588.185	79.9867	216.949	-2.85577	-805.769	0.569644
161.05	495.292	527.856	47.3197	214.194	-255.525	765.333	495.292	-515.031	124.957	214.194	-4.18803	-806.852	0.569075
161.1	488.932	496.234	-29.8489	214.002	-231.973	773.96	488.932	-465.426	174.693	214.002	-6.29295	-807.951	0.568473
161.15	472.585	474.883	-127.345	215.659	-209.938	780.238	472.585	-423.57	249.636	215.659	-6.23786	-807.964	0.568669
161.2	454.549	439.977	-210.022	216.749	-183.759	782.32	454.549	-376.784	309.39	216.749	-9.18086	-803.559	0.56867
161.25	441.475	404.457	-251.938	215.938	-154.778	786.081	441.475	-341.831	331.979	215.938	-15.4409	-801.025	0.569306
161.3	443.423	391.289	-282.735	214.272	-132.835	788.839	443.423	-332.533	349.954	214.272	-14.6973	-799.81	0.569949
161.35	454.285	427.474	-302.394	214.772	-116.718	789.556	454.285	-375.044	365.401	214.772	-7.93096	-798.097	0.570071
161.4	470.902	478.866	-298.599	214.732	-98.799	790.172	470.902	-436.766	357.365	214.732	-3.02427	-796.319	0.570566
161.45	491.329	510.357	-288.358	214.747	-78.0914	792.396	491.329	-479.136	337.703	214.747	-1.13191	-796.234	0.570571
161.5	502.295	503.707	-284.85	214.002	-56.1049	798.175	502.295	-482.188	319.931	214.002	-0.768125	-800.144	0.570246
161.55	502.588	460.404	-267.239	211.832	-32.2602	801.843	502.588	-448.598	286.616	211.832	-1.93786	-802.489	0.570159
161.6	489.701	415.677	-250.843	211.659	-10.6713	802.04	489.701	-412.091	256.692	211.659	-0.663487	-802.111	0.569485
161.65	460.328	393.299	-221.249	212.681	11.8339	800.812	460.328	-396.428	215.592	212.681	-0.360464	-800.9	0.569019
161.7	430.001	402.656	-162.749	214.429	38.4265	799.726	430.001	-409.248	145.38	214.429	-4.18993	-800.638	0.569158
161.75	407.977	424.566	-119.414	215.215	62.9214	799.673	407.977	-431.989	88.891	215.215	-5.84183	-802.123	0.569257
161.8	400.58	426.185	-79.5265	214.059	86.0475	796.295	400.58	-431.985	36.7063	214.059	-6.35184	-800.905	0.569735
161.85	414.422	399.167	-58.3657	213.668	105.806	790.594	414.422	-403.354	6.848	213.668	-3.85038	-797.633	0.570245
161.9	439.453	354.188	-51.7469	211.025	124.547	785.823	439.453	-357.924	-4.16981	211.025	-0.3675	-795.631	0.570078
161.95	465.996	304.149	-55.3089	207.869	144.751	785.513	465.996	-309.133	-1.65159	207.869	2.39139	-798.735	0.570059
162	491.412	230.779	-84.0485	206.941	164.731	788.742	491.412	-243.355	33.1865	206.941	6.31394	-805.736	0.570058
162.05	506.406	168.198	-113.507	205.185	187.232	783.909	506.406	-190.514	69.8488	205.185	6.264	-805.934	0.569681
162.1	505.777	115.36	-155.638	203.29	210.286	777.27	505.777	-152.778	119.122	203.29	5.22052	-805.197	0.569479
162.15	492.673	82.6218	-204.83	204.524	235.297	774.059	492.673	-139.321	171.381	204.524	3.29231	-809.025	0.569238
162.2	467.47	95.37	-256.545	206.108	262.242	768.159	467.47	-172.852	212.209	206.108	-1.10405	-811.688	0.568979
162.25	442.235	109.548	-315.917	206.742	286.381	759.028	442.235	-212.806	257.91	206.742	-3.81644	-811.248	0.569363
162.3	428.917	116.735	-365.724	206.686	307.916	746.712	428.917	-245.412	295.218	206.686	-5.29491	-807.69	0.569881
162.35	429.464	98.8514	-415.246	208.579	326.761	736.966	429.464	-257.225	340.641	208.579	-3.44675	-806.151	0.5702
162.4	442.277	73.4513	-438.402	208.792	347.165	728.803	442.277	-253.766	364.958	208.792	-2.39381	-807.262	0.570507
162.45	461.828	51.0056	-461.983	207.719	365.503	721.821	461.828	-254.742	388.762	207.719	1.11888	-809.083	0.570355
162.5	477.179	45.9799	-503.484	207.325	380.589	713.47	477.179	-281.152	420.195	207.325	6.93675	-808.603	0.569906
162.55	482.716	67.1748	-546.276	208.03	398.618	703.11	482.716	-332.849	438.34	208.03	9.16931	-808.193	0.569463
162.6	478.552	72.1149	-582.107	206.169	420.639	694.68	478.552	-368.284	456.526	206.169	9.01166	-812.057	0.569068
162.65	463.627	55.6163	-611.093	203.395	443.09	683.337	463.627	-383.334	479.147	203.395	7.11447	-814.388	0.568572
162.7	443.555	36.093	-645.042	202.26	462.866	665.937	443.555	-400.338	507.062	202.26	4.07281	-810.988	0.568407
162.75	427.182	13.8588	-667.863	199.701	482.841	645.64	427.182	-410.408	527.066	199.701	-1.02772	-806.216	0.568604
162.8	422.635	-50.7155	-672.66	197.129	503.086	630.364	422.635	-377.562	559.008	197.129	-3.45716	-806.5	0.56894
162.85	433.981	-147.947	-638.343	195.635	521.873	615.659	433.981	-296.762	584.211	195.635	-4.34759	-807.074	0.569596
162.9	460.784	-243.608	-602.912	197.232	534.98	598.426	460.784	-218.234	612.553	197.232	-2.59694	-802.689	0.570027
162.95	492.641	-300.516	-559.943	200.124	550.592	581.586	492.641	-164.711	613.772	200.124	-2.62703	-800.866	0.570102
163	517.949	-325.939	-534.316	203.616	567.173	568.056	517.949	-146.037	608.607	203.616	-1.10031	-802.727	0.56993
163.05	530.806	-340.462	-543.969	206.604	580.316	557.026	530.806	-160.324	621.38	206.604	4.72125	-804.377	0.569721
163.1	525.839	-370.461	-542.397	207.363	594.721	543.476	525.839	-156.761	637.857	207.363	7.91575	-805.603	0.569261
163.15	503.68	-395.651	-555.75	206.17	610.512	523.956	503.68	-168.771	660.995	206.17	5.73131	-804.501	0.568909
163.2	469.929	-418.286	-603.437	205.956	625.798	501.2	469.929	-210.644	703.369	205.956	1.28169	-801.762	0.56852
163.25	430.533	-431.046	-678.572	205.202	643.368	478.836	430.533	-282.896	752.483	205.202	-4.37472	-801.989	0.568071
163.3	398.825	-432.563	-748.071	204.507	662.751	458.606	398.825	-359.967	785.586	204.507	-9.30741	-805.898	0.568364
163.35	391.855	-412.408	-811.046	202.387	677.911	438.808	391.855	-445.728	793.222	202.387	-11.2739	-807.458	0.569046
163.4	408.716	-372.39	-854.826	201.83	689.762	420.182	408.716	-526.467	769.567	201.83	-10.3692	-807.599	0.569258
163.45	444.074	-343.778	-875.704	205.136	700.708	405.603	444.074	-580.663	740.183	205.136	-5.48859	-809.614	0.569706
163.5	490.826	-305.813	-899.658	210.658	712.321	391.245	490.826	-640.802	701.626	210.658	-0.600125	-812.695	0.569784
163.55	530.521	-257.712	-931.119	212.063	723.618	372.913	530.521	-710.484	654.684	212.063	1.07338	-814.056	0.569448
163.6	558.241	-203.654	-971.097	208.459	733.934	351.055	558.241	-788.225	602.665	208.459	0.084156	-813.572	0.569683
163.65	567.004	-167.159	-977.847	205.995	742.433	329.43	567.004	-826.035	549.357	205.995	0.033156	-812.238	0.569183
163.7	547.342	-155.327	-963.722	208.36	748.238	308.381	547.342	-832.744	509.337	208.36	1.45509	-809.294	0.568599
163.75	507.505	-147.13	-954.976	211.163	754.726	287.287	507.505	-841.592	474.709	211.163	2.428	-807.551	0.568419
163.8	460.67	-145.697	-946.307	212.565	765.592	264.452	460.67	-847.013	446.423	212.565	0.241719	-809.979	0.56825
163.85	420.647	-130.44	-916.797	212.482	776.999	236.206	420.647	-835.765	398.783	212.482	-7.10608	-812.078	0.56888
163.9	408.279	-116.986	-874.447	210.171	781.528	209.862	408.279	-809.682	350.369	210.171	-10.5705	-809.145	0.569702
163.95	419.973	-111.488	-848.278	208.458	784.989	191.427	419.973	-795.304	315.432	208.458	-6.23538	-807.969	0.569983
164	446.907	-93.6	-828.352	209.399	791.003	175.745	446.907	-788.392	270.863	209.399	0.176297	-810.292	0.569856
164.05	481.72	-83.7004	-805.058	212.304	795.309	157.297	481.72	-774.782	234.172	212.304	4.33345	-810.704	0.569933
164.1	515.437	-82.4168	-768.397	212.088	794.279	132.905	515.437	-745.161	204.847	212.088	3.51499	-805.314	0.569666
164.15	541.181	-95.2336	-758.256	210.123	791.655	105.788	541.181	-738.942	194.9	210.123	-0.079266	-798.692	0.569765
164.2	552.7	-109.134	-770.616	210.957	796.496	78.6548	552.7	-755.035	188.892	210.957	-4.82609	-800.356	0.569429
164.25	543.301	-104.922	-813.207	212.877	798.922	50.9752	543.301	-802.893	166.366	212.877	-9.83394	-800.487	0.568931
164.3	514.432	-69.6373	-837.11	215.368	800.243	22.754	514.432	-832.852	109.363	215.368	-15.3231	-800.42	0.56863
164.35	480.654	-22.7649	-797.48	215.083	803.889	-1.33288	480.654	-796.899	38.0151	215.083	-16.7096	-803.716	0.568961
164.4	455.892	19.679	-741.738	211.587	805.82	-21.3838	455.892	-741.522	-26.6014	211.587	-13.8615	-805.984	0.569612
164.45	449.013	73.1636	-686.359	208.869	805.671	-42.8356	449.013	-683.1	-99.0721	208.869	-12.3312	-806.715	0.570275
164.5	457.762	101.507	-636.485	209.283	805.069	-63.1869	457.762	-628.354	-143.486	209.283	-9.66674	-807.487	0.570582
164.55	475.98	122.688	-613.92	213.131	804.603	-85.1896	475.98	-599.535	-180.3	213.131	-8.57694	-809.055	0.570448
164.6	492.724	113.746	-620.959	213.003	798.652	-104.61	492.724	-602.237	-189.311	213.003	-5.51386	-805.456	0.570095
164.65	506.766	72.5617	-585.676	212.886	794.442	-122.245	506.766	-567.952	-160.349	212.886	-0.625078	-803.792	0.570086
164.7	515.355	17.9461	-552.22	213.75	786.802	-144.143	515.355	-540.039	-116.735	213.75	-0.634719	-799.897	0.569767
164.75	511.105	-31.8572	-522.447	214.874	780.888	-173.451	511.105	-517.698	-77.1676	214.874	-7.75949	-799.882	0.569209
164.8	496.438	-99.8254	-476.562	216.443	778.866	-201.236	496.438	-486.674	-15.0141	216.443	-12.4813	-804.346	0.569015
164.85	479.406	-177.183	-422.16	216.688	773.085	-224.545	479.406	-453.876	60.0779	216.688	-13.6031	-804.92	0.569035
164.9	467.427	-219.314	-369.818	214.576	764.037	-248.177	467.427	-417.528	102.637	214.576	-15.9321	-803.175	0.569529
164.95	472.19	-240.552	-331.886	209.96	757.551	-270.675	472.19	-391.046	122.869	209.96	-16.4311	-804.288	0.570455
165	489.491	-249.289	-332.652	209.017	754.038	-290.722	489.491	-398.117	119.604	209.017	-13.5119	-808.028	0.570721
165.05	509.812	-266.952	-381.586	212.147	744.969	-304.677	509.812	-453.364	106.457	212.147	-6.77159	-804.836	0.57084
165.1	528.236	-282.53	-454.013	214.703	734.31	-318.625	528.236	-528.874	79.01	214.703	-0.831594	-800.458	0.570948
165.15	539.144	-273.596	-473.423	215.857	728.393	-337.552	539.144	-544.721	47.5757	215.857	2.36222	-802.802	0.570759
165.2	538.528	-250.614	-443.664	217.922	719.352	-358.19	538.528	-508.949	24.8319	217.922	2.76847	-803.592	0.570825
165.25	527.873	-200.156	-382.983	219.485	703.976	-379.511	527.873	-432.099	-5.35545	219.485	-0.366406	-799.756	0.570531
165.3	503.695	-148.548	-312.183	218.886	689.137	-400.189	503.695	-344.662	-27.0632	218.886	-2.88906	-796.902	0.570061
165.35	470.475	-108.935	-272.113	220.765	679.296	-423.153	470.475	-288.874	-49.6435	220.765	-4.90378	-800.298	0.569676
165.4	442.826	-75.5906	-273.841	222.533	667.444	-445.991	442.826	-270.529	-86.6999	222.533	-7.70303	-802.702	0.570033
165.45	431.703	-43.1084	-294.3	220.669	652.941	-466.705	431.703	-266.186	-132.725	220.669	-10.1032	-802.523	0.570511
165.5	442.475	-9.67052	-307.18	217.445	638.682	-483.808	442.475	-252.772	-174.813	217.445	-9.42656	-801.185	0.571107
165.55	469.189	12.9825	-318.853	215.718	625.545	-497.555	469.189	-242.882	-206.988	215.718	-5.46906	-799.273	0.571222
165.6	498.879	26.353	-318.474	215.039	614.596	-511.318	498.879	-228.034	-223.876	215.039	-0.230406	-799.484	0.570872
165.65	522.49	26.9128	-307.99	213.758	603.229	-526.497	522.49	-213.316	-223.782	213.758	3.67997	-800.669	0.570739
165.7	538.692	10.5593	-283.21	211.998	590.587	-543.574	538.692	-199.881	-200.916	211.998	5.41306	-802.644	0.570725
165.75	544.251	-14.9621	-240.742	207.743	574.697	-561.61	544.251	-181.788	-158.536	207.743	4.31388	-803.532	0.570701
165.8	537.644	-76.6362	-183.149	204.692	557.713	-578.256	537.644	-181.964	-79.4087	204.692	3.45666	-803.375	0.570612
165.85	519.537	-153.043	-128.782	205.135	540.051	-599.329	519.537	-199.895	6.99116	205.135	-0.861313	-806.753	0.570421
165.9	493.358	-239.744	-121.33	206.819	517.69	-622.992	493.358	-261.156	63.2093	206.819	-10.226	-809.949	0.570278
165.95	469.116	-334.412	-98.0798	207.694	498.714	-640.153	469.116	-322.042	133.191	207.694	-12.6678	-811.389	0.570642
166	459.612	-384.762	-55.0761	208.163	481.255	-651.614	459.612	-339.842	188.635	208.163	-10.339	-810	0.571259
166.05	465.732	-387.261	-5.87128	209.101	463.839	-661.507	465.732	-318.522	220.339	209.101	-7.11591	-807.891	0.571588
166.1	481.122	-386.259	50.6185	211.121	448.898	-670.344	481.122	-292.346	257.473	211.121	-1.35856	-806.764	0.571521
166.15	497.227	-384.782	95.4132	211.901	433.752	-681.082	497.227	-274.417	286.105	211.901	3.147	-807.467	0.57112
166.2	506.101	-366.432	127.409	211.412	414.743	-692.461	506.101	-250.378	296.338	211.412	4.03466	-807.154	0.570559
166.25	506.537	-358.889	162.263	208.402	395.391	-699.864	506.537	-235.232	315.906	208.402	6.53519	-803.804	0.570214
166.3	500.206	-355.561	208.525	204.235	378.414	-708.924	500.206	-219.92	348.628	204.235	10.1998	-803.534	0.569916
166.35	486.724	-337.863	237.12	202.83	355.999	-722.335	486.724	-201.402	360.298	202.83	7.06628	-805.266	0.569436
166.4	469.132	-329.708	252.07	204.553	328.175	-732.924	469.132	-198.025	364.737	204.553	0.259281	-803.042	0.569232
166.45	457.238	-306.859	272.038	205.668	302.178	-742.01	457.238	-179.58	368.671	205.668	-4.37966	-801.168	0.56946
166.5	458.76	-263.726	304.89	205.393	281.564	-750.794	458.76	-138.009	378.765	205.393	-3.9505	-801.845	0.569986
166.55	478.402	-217.094	349.735	204.475	263.717	-755.868	478.402	-89.9649	401.685	204.475	0.393578	-800.551	0.570815
166.6	512.332	-201.764	386.109	204.571	243.64	-757.234	512.332	-75.8009	429.002	204.571	3.69581	-795.456	0.571239
166.65	545.569	-190.376	396.946	204.285	219.956	-765.527	545.569	-74.0953	433.958	204.285	1.3593	-796.499	0.571092
166.7	563.732	-197.329	423.76	203.82	200.508	-775.669	563.732	-86.5652	459.367	203.82	2.738	-801.16	0.570527
166.75	560.833	-208.465	473.564	203.487	184.053	-780.131	560.833	-99.5719	507.746	203.487	8.54411	-801.503	0.569993
166.8	538.711	-203.2	524.214	204.564	163.376	-783.768	538.711	-99.1351	553.41	204.564	10.3812	-800.548	0.569607
166.85	504.793	-208.775	554.309	206.308	134.799	-789.81	504.793	-115.436	580.965	206.308	3.98848	-801.221	0.569332
166.9	466.915	-234.827	588.153	206.603	105.994	-797.984	466.915	-153.158	614.5	206.603	-2.85905	-804.988	0.569087
166.95	434.026	-280.746	640.741	207.794	81.9967	-803.028	434.026	-210.607	667.092	207.794	-4.35851	-807.191	0.56894
167	417.934	-301.188	676.868	210.445	57.1337	-806.336	417.934	-247.04	698.452	210.445	-6.43667	-808.332	0.569426
167.05	430.164	-290.468	710.284	212.381	34.0453	-807.738	430.164	-254.453	723.968	212.381	-6.53757	-808.428	0.570133
167.1	466.608	-286.745	746.631	210.45	13.9549	-807.282	466.608	-270.483	752.675	210.45	-3.55782	-807.395	0.570634
167.15	515.317	-291.787	777.715	210.922	-6.04433	-808.938	515.317	-297.103	775.7	210.922	-0.507444	-808.96	0.570657
167.2	557.911	-333.382	815.77	211.948	-25.7205	-811.113	557.911	-362.021	803.47	211.948	2.97807	-811.516	0.570274
167.25	581.135	-406.61	840.593	212.784	-48.6819	-811.994	581.135	-459.433	812.927	212.784	3.24325	-813.446	0.569757
167.3	581.561	-471.849	856.535	212.4	-73.2473	-811.146	581.561	-548.825	809.373	212.4	1.86627	-814.444	0.569474
167.35	560.841	-507.038	875.825	213.451	-96.1923	-809.4	560.841	-608.896	808.334	213.451	2.05684	-815.093	0.569112
167.4	523.618	-514.133	883.078	211.223	-120.094	-805.669	523.618	-639.736	796.803	211.223	1.05051	-814.57	0.568855
167.45	480.327	-545.387	889.318	209.864	-145.384	-798.803	480.327	-694.001	778.906	209.864	-1.89228	-811.923	0.568722
167.5	442.703	-587.199	877.685	211.713	-173.588	-792.891	442.703	-754.413	738.914	211.713	-7.62175	-811.635	0.568937
167.55	426.554	-607.054	862.933	212.801	-197.982	-787.438	426.554	-791.018	698.183	212.801	-9.51609	-811.89	0.569569
167.6	439.614	-620.377	833.849	210.764	-217.886	-778.604	439.614	-815.891	643.812	210.764	-7.89403	-808.478	0.570362
167.65	475.432	-599.622	775.591	210.513	-236.898	-771.809	475.432	-797.293	570.45	210.513	-4.99602	-807.332	0.570446
167.7	516.91	-610.843	719.789	212.64	-254.592	-764.88	516.91	-806.323	490.986	212.64	-0.950109	-806.137	0.570216
167.75	551.773	-611.008	648.837	214.834	-274.784	-759.61	551.773	-795.904	401.07	214.834	1.24473	-807.783	0.569744
167.8	571.749	-584.738	574.768	214.364	-295.952	-752.454	571.749	-755.302	319.053	214.364	1.93084	-808.561	0.569479
167.85	575.133	-538.076	498.941	212.842	-317.139	-740.284	575.133	-691.284	246.159	212.842	0.676281	-805.355	0.569363
167.9	564.877	-468.024	414.2	210.857	-340.539	-726.865	564.877	-598.817	178.959	210.857	-3.27231	-802.676	0.569381
167.95	538.732	-386.338	318.464	209.255	-365.973	-713.143	538.732	-487.845	112.62	209.255	-9.31659	-801.512	0.568905
168	502.936	-294.327	217.307	210.91	-389.608	-700.003	502.936	-362.015	52.8724	210.91	-13.5583	-801.009	0.568926
168.05	473.595	-238.044	125.961	211.539	-409.848	-685.861	473.595	-269.172	-8.80924	211.539	-15.3525	-798.84	0.569353
168.1	461.487	-200.56	55.3575	210.624	-427.628	-675.083	461.487	-200.037	-57.2155	210.624	-13.3876	-799.014	0.56999
168.15	472.268	-201.908	3.51573	208.971	-445.398	-664.483	472.268	-171.2	-107.097	208.971	-11.2725	-799.869	0.57083
168.2	502.286	-229.224	-20.2809	210.722	-461.83	-652.637	502.286	-177.007	-147.05	210.722	-8.68491	-799.466	0.57107
168.25	532.241	-239.493	-36.5356	211.966	-479.77	-643.734	532.241	-171.391	-171.221	211.966	-5.59428	-802.834	0.570641
168.3	553.222	-261.445	-56.4213	210.159	-499.249	-632.209	553.222	-171.53	-205.219	210.159	-5.145	-805.55	0.570262
168.35	561.275	-255.579	-64.191	207.476	-514.681	-618.948	561.275	-156.139	-212.277	207.476	-2.52625	-804.976	0.569986
168.4	556.382	-236.542	-82.751	205.829	-533.248	-603.752	556.382	-123.479	-218.066	205.829	-3.57081	-805.517	0.569779
168.45	541.079	-222.268	-70.8594	206.337	-551.274	-586.318	541.079	-114.834	-203.07	206.337	-5.69669	-804.76	0.569795
168.5	520.983	-231.41	-22.2511	208.945	-571.416	-568.085	520.983	-149.575	-177.97	208.945	-9.91697	-805.692	0.569783
168.55	501.435	-234.827	46.7018	209.717	-590.669	-549.964	501.435	-196.493	-136.804	209.717	-13.3672	-806.952	0.570013
168.6	491.929	-230.377	111.282	209.73	-606.563	-531.149	491.929	-237.307	-95.6177	209.73	-14.97	-806.11	0.570593
168.65	499.826	-222.21	146.25	210.062	-620.992	-513.467	499.826	-255.698	-73.3826	210.062	-14.7675	-805.644	0.571384
168.7	520.422	-209.666	160.177	211.488	-632.688	-499.104	520.422	-256.427	-62.1455	211.488	-10.2643	-805.787	0.571612
168.75	542.462	-189.056	144.676	213.82	-644.762	-487.267	542.462	-229.718	-62.4729	213.82	-3.9695	-808.165	0.571548
168.8	558.024	-152.665	93.6602	215.72	-654.681	-472.305	558.024	-165.175	-69.2531	215.72	1.18113	-807.266	0.571251
168.85	560.999	-113.432	17.5664	218.483	-666.016	-451.984	560.999	-78.123	-84.0969	218.483	1.04525	-804.901	0.570869
168.9	552.602	-74.91	-48.5025	219.711	-678.847	-429.575	552.602	0.731195	-89.2383	219.711	-1.781	-803.346	0.570833
168.95	540.16	-46.5845	-81.0388	221.307	-691.881	-406.941	540.16	45.7315	-81.5232	221.307	-4.96547	-802.667	0.570976
169	524.028	-27.392	-80.7261	223.716	-703.831	-383.388	524.028	57.1245	-63.2757	223.716	-8.44522	-801.432	0.570807
169.05	508.443	-21.7951	-59.2338	224.513	-714.296	-358.728	508.443	42.4395	-46.7178	224.513	-12.2737	-799.22	0.57104
169.1	503.207	-23.2324	-34.1158	222.873	-726.077	-336.064	503.207	20.5352	-35.8041	222.873	-14.9772	-799.939	0.571482
169.15	509.259	-19.053	1.36593	219.091	-735.172	-316.34	509.259	-9.0773	-16.8073	219.091	-13.8302	-800.224	0.571805
169.2	526.692	-17.4273	19.4012	215.296	-743.588	-297.376	526.692	-24.6136	-8.61903	215.296	-11.6814	-800.761	0.572385
169.25	551.878	4.80203	27.7725	215.577	-751.492	-281.552	551.878	-24.2087	14.4329	215.577	-6.36222	-802.478	0.572439
169.3	568.273	27.1093	21.5073	215.773	-760.388	-263.258	568.273	-11.3079	32.7049	215.773	-3.61224	-804.662	0.57197
169.35	572.403	35.5726	32.7506	215.17	-768.081	-240.355	572.403	-20.3731	43.8514	215.17	-4.7638	-804.796	0.571749
169.4	563.811	52.258	66.2728	214.976	-775.238	-217.436	563.811	-49.2078	68.568	214.976	-5.76902	-805.133	0.571379
169.45	544.408	64.4365	127.425	216.431	-782.382	-193.295	544.408	-107.329	94.1793	216.431	-7.93216	-805.867	0.571266
169.5	524.417	73.4187	193.021	218.305	-788.912	-168.036	524.417	-171.949	114.372	218.305	-10.9873	-806.535	0.571445
169.55	506.123	88.6455	222.813	217.371	-794.82	-144.071	506.123	-201.424	130.122	217.371	-12.6022	-807.673	0.571193
169.6	492.231	109.581	208.515	214.946	-797.572	-121.982	492.231	-187.491	142.596	214.946	-11.7731	-806.761	0.571288
169.65	492.206	123.11	159.559	211.653	-798.241	-100.805	492.206	-141.138	143.858	211.653	-9.78794	-804.521	0.571651
169.7	507.196	146.867	116.619	210.491	-798.694	-83.2999	507.196	-99.9194	158.701	210.491	-4.23478	-803.015	0.572026
169.75	535.287	159.808	75.4268	211.926	-801.677	-64.285	535.287	-62.3187	165.361	211.926	-0.453004	-804.25	0.572426
