Time [s]	Rotating hub Mx  [kNm]	Rotating hub My  [kNm]	Rotating hub Mz  [kNm]	Rotating hub Fx  [kN]	Rotating hub Fy  [kN]	Rotating hub Fz  [kN]	Stationary hub Mx  [kNm]	Stationary hub My  [kNm]	Stationary hub Mz  [kNm]	Stationary hub Fx  [kN]	Stationary hub Fy  [kN]	Stationary hub Fz  [kN]	Rotor speed  [rad/s]	
4.7	695.055	-74.9083	237.381	231.432	-803.033	-45.1002	695.055	-241.782	-59.1806	231.432	-7.65659	-804.262	0.576441
4.75	674.835	-46.8633	229.257	230.682	-804.015	-25.2254	674.835	-230.826	-38.3944	230.682	-4.38131	-804.399	0.576018
4.8	648.447	-19.802	246.776	229.425	-804.866	-7.5862	648.447	-246.926	-17.8232	229.425	1.13414	-804.901	0.575876
4.85	627.964	0.868403	256.242	227.717	-807.1	13.6739	627.964	-256.205	-4.45701	227.717	3.10223	-807.21	0.576081
4.9	616.929	26.9927	232.892	227.221	-807.064	38.1638	616.929	-233.943	15.4158	227.221	1.8868	-807.964	0.576051
4.95	617.544	51.5298	184.686	225.968	-799.457	63.8687	617.544	-188.154	36.9078	225.968	-1.06282	-802.003	0.576317
5	633.231	88.231	145.579	225.534	-790.972	86.4924	633.231	-154.185	72.1451	225.534	-1.34884	-795.686	0.576622
5.05	657.924	100.073	140.609	224.838	-787.818	111.249	657.924	-152.883	80.0763	224.838	-3.36356	-795.627	0.576749
5.1	686.878	109.946	176.188	224.502	-786.358	135.243	686.878	-191.847	79.5323	224.502	-4.32275	-797.891	0.577102
5.15	714.539	96.8466	161.173	226.161	-786.273	159.78	714.539	-176.805	64.0001	226.161	-5.3923	-802.325	0.577139
5.2	728.098	93.1276	91.9637	227.656	-781.329	180.07	728.098	-110.255	70.5264	227.656	-3.12924	-801.805	0.576792
5.25	725.246	103.813	29.8378	228.781	-773.344	199.029	725.246	-54.7284	93.1245	228.781	-0.359594	-798.544	0.576667
5.3	707.086	121.105	-2.01559	231.196	-770.656	223.102	707.086	-31.5624	116.937	231.196	-1.22248	-802.299	0.576337
5.35	676.956	150.958	9.25229	232.985	-766.754	248.835	676.956	-54.7324	140.99	232.985	-3.81092	-806.111	0.576184
5.4	647.262	225.455	46.5525	234.314	-755.079	266.881	647.262	-118.659	197.274	234.314	-1.47975	-800.854	0.576439
5.45	624.727	300.351	70.0258	235.756	-743.774	285.605	624.727	-173.061	255.272	235.756	0.066969	-796.725	0.576359
5.5	611.211	348.4	73.3176	235.822	-736.836	311.112	611.211	-201.896	293.251	235.822	-3.18575	-799.818	0.576429
5.55	612.108	413.47	90.4041	235.029	-729.789	335.366	612.108	-252.627	339.573	235.029	-5.13816	-803.141	0.576496
5.6	622.333	486.184	100.325	234.533	-722.065	356.992	622.333	-303.061	393.185	234.533	-4.81966	-805.48	0.576151
5.65	638.247	551.257	102.84	236.757	-715.431	378.993	638.247	-346.652	440.786	236.757	-4.18794	-809.605	0.576144
5.7	659.301	596.337	97.816	239.749	-707.624	400.617	659.301	-376.859	472.401	239.749	-3.54872	-813.15	0.575908
5.75	673.929	659.95	119.933	239.415	-695.833	417.282	673.929	-441.957	504.572	239.415	-0.500031	-811.361	0.575488
5.8	681.23	710.176	146.113	239.179	-684.316	434.733	681.23	-505.385	519.889	239.179	1.93344	-810.727	0.575352
5.85	682.711	763.42	180.603	240.515	-670.671	452.111	682.711	-578.588	529.777	240.515	3.20719	-808.822	0.575174
5.9	675.229	823.181	239.073	240.336	-651.684	467.788	675.229	-675.974	527.108	240.336	2.62903	-802.191	0.575025
5.95	668.347	854.067	242.175	240.993	-637.815	485.682	668.347	-712.118	530.063	240.993	3.05831	-801.676	0.575359
6	662.952	881.323	223.158	240.943	-625.207	503.52	662.952	-729.535	542.502	240.943	4.32378	-802.744	0.575387
6.05	660.267	876.047	157.268	242.583	-613.235	523.98	660.267	-691.518	560.352	242.583	4.10734	-806.595	0.575596
6.1	662.931	898.628	105.202	242.27	-596.359	540.664	662.931	-684.186	592.021	242.27	3.62025	-804.952	0.575782
6.15	666.978	930.266	20.8867	243.85	-584.57	557.512	666.978	-662.415	653.482	243.85	6.48434	-807.774	0.575672
6.2	673.587	976.356	-26.0989	245.042	-569.077	576.508	673.587	-681.184	699.958	245.042	5.38297	-810.05	0.576067
6.25	683.697	1026.42	-71.4892	246.224	-550.226	592.492	683.697	-707.189	747.343	246.224	4.01647	-808.566	0.57612
6.3	689.33	1067.96	-90.6709	244.945	-527.434	606.939	689.33	-747.226	768.384	244.945	0.616156	-804.091	0.576012
6.35	691.461	1095.68	-91.019	245.092	-504.827	621.073	691.461	-790.275	764.37	245.092	-2.67431	-800.359	0.576074
6.4	686.923	1116.74	-93.452	246.36	-487.081	635.02	686.923	-827.143	756.089	246.36	-2.19913	-800.309	0.575737
6.45	674.896	1134.18	-69.0172	244.796	-468.137	649.722	674.896	-877.031	722.453	244.796	-3.13388	-800.8	0.57568
6.5	665.183	1127.43	-92.3259	244.207	-453.528	666.168	665.183	-878.742	712.339	244.207	-1.41819	-805.894	0.576022
6.55	657.767	1124.37	-117.73	246.318	-434.751	680.099	657.767	-882.594	706.467	246.318	-1.53831	-807.181	0.575898
6.6	650.919	1151.43	-132.496	245.615	-412.762	691.875	650.919	-918.134	707.371	245.615	-3.21163	-805.638	0.575832
6.65	646.869	1199.42	-122.643	245.449	-393.743	709.809	646.869	-984.763	695.622	245.449	-5.39197	-811.686	0.575717
6.7	642.902	1240.41	-109.057	244.948	-376.504	725.698	642.902	-1046.98	674.064	244.948	-4.69059	-817.54	0.57532
6.75	641.339	1239.15	-94.148	242.583	-355.732	732.805	641.339	-1071.35	629.724	242.583	-2.95366	-814.579	0.575517
6.8	649.744	1159.97	-100.338	239.553	-334.061	737.415	649.744	-1014.39	571.49	239.553	-1.14444	-809.553	0.575719
6.85	660.357	1058.93	-108.242	238.718	-311.939	745.886	660.357	-934.213	510.187	238.718	-1.52234	-808.486	0.575641
6.9	674.418	953.067	-101.014	240.989	-288.072	759.72	674.418	-852.393	438.14	240.989	-5.49825	-812.484	0.576037
6.95	691.156	844.163	-110.679	243.096	-265.504	769.275	691.156	-758.777	386.158	243.096	-6.55681	-813.777	0.576213
7	704.42	742.794	-123.514	243.714	-242.901	772.068	704.42	-669.165	345.28	243.714	-5.48095	-809.357	0.576394
7.05	716.036	675.366	-125.717	245.119	-221.681	775.571	716.036	-613.476	309.148	245.119	-3.49995	-806.623	0.576915
7.1	721.228	635.283	-86.9382	243.284	-198.097	784.022	721.228	-593.078	243.723	243.284	-5.18686	-808.645	0.5767
7.15	711.99	604.225	-64.2796	241.133	-179.025	791.266	711.99	-574.639	197.507	241.133	-2.08269	-811.263	0.576589
7.2	695.428	579.063	-34.8328	241.631	-159.255	790.487	695.428	-561.157	147.072	241.631	2.06625	-806.366	0.576643
7.25	674.928	554.005	-10.2594	241.251	-137.35	789.505	674.928	-544.55	102.429	241.251	3.87659	-801.354	0.576679
7.3	657.056	530.112	14.2071	237.16	-111.917	796.66	657.056	-526.993	59.1514	237.16	0.804711	-804.483	0.576959
7.35	647.528	508.154	42.1732	233.324	-84.2675	803.879	647.528	-509.716	13.7204	233.324	-4.25945	-808.272	0.577141
7.4	643.366	506.001	33.4908	235.011	-61.9556	804.205	643.366	-507.052	7.48977	235.011	-3.20477	-806.581	0.577039
7.45	647.164	500.732	47.6207	236.072	-37.2155	803.246	647.164	-502.53	-21.529	236.072	-4.58642	-804.095	0.577336
7.5	659.698	512.142	58.05	235.624	-13.5114	804.46	659.698	-513.348	-46.1893	235.624	-5.09828	-804.557	0.577518
7.55	677.913	509.133	70.0272	234.181	10.0109	806.276	677.913	-508.721	-72.9549	234.181	-5.37255	-806.32	0.577798
7.6	697.323	508.46	81.5864	233.344	32.6303	801.537	697.323	-505.329	-99.1501	233.344	-4.84598	-802.186	0.577953
7.65	712.184	502.51	93.0614	231.63	54.5527	795.993	712.184	-495.586	-124.784	231.63	-3.89528	-797.851	0.577925
7.7	717.74	491.351	103.213	232.753	76.9999	793.845	717.74	-479.726	-148.129	232.753	-3.39087	-797.564	0.578028
7.75	715.556	474.372	115.576	236.502	101.757	793.194	715.556	-456.893	-172.148	236.502	-4.99333	-799.679	0.578076
7.8	705.322	433	137.284	237.326	127.62	791.642	705.322	-407.571	-200.552	237.326	-7.68243	-801.825	0.578225
7.85	690.859	380.303	128.382	237.291	148.719	789.935	690.859	-351.337	-194.1	237.291	-5.56452	-803.794	0.5783
7.9	676.009	328.091	122.601	237.394	171.82	789.213	676.009	-295.686	-187.737	237.394	-5.07027	-807.684	0.578598
7.95	666.188	300.381	93.0601	237.555	194.926	785.703	666.188	-270.131	-160.991	237.555	-4.98364	-809.506	0.578882
8	663.127	287.674	41.6139	236.631	217.859	781.342	663.127	-266.62	-115.766	236.631	-4.82156	-811.132	0.579113
8.05	665.622	300.872	-22.5621	236.701	241.104	774.034	665.622	-294.439	-65.8688	236.701	-5.69913	-810.696	0.579278
8.1	673.911	329.152	-102.598	239.266	262.569	763.879	673.911	-344.69	-7.49673	239.266	-5.79605	-807.725	0.579454
8.15	684.053	318.64	-184.092	240.337	282.803	754.596	684.053	-362.628	62.6273	240.337	-4.58909	-805.836	0.579539
8.2	694.837	311.888	-249.379	240.816	305.97	743.856	694.837	-382.353	115.193	240.816	-6.73641	-804.297	0.579732
8.25	703.092	289.522	-315.851	241.249	329.279	736.202	703.092	-391.575	173.936	241.249	-7.84816	-806.446	0.57975
8.3	704.343	254.545	-388.644	237.847	350.429	729.067	704.343	-395.798	243.272	237.847	-6.64856	-808.885	0.57963
8.35	698.692	213.367	-444.432	233.36	371.349	719.271	698.692	-391.153	300.074	233.36	-6.29522	-809.451	0.579622
8.4	686.18	181.519	-481.605	232.551	393.011	707.606	686.18	-389.448	336.485	232.551	-7.44453	-809.388	0.579309
8.45	667.603	165.381	-505.607	234.39	414.619	697.821	667.603	-397.146	353.928	234.39	-7.60191	-811.668	0.579264
8.5	654.051	147.985	-546.772	236.232	430.445	689.168	654.051	-414.17	386.423	236.232	-2.09553	-812.546	0.579616
8.55	648.807	143.754	-568.509	238.633	445.779	672.408	648.807	-433.664	394.719	238.633	-0.58475	-806.753	0.579716
8.6	651.104	110.031	-579.266	242.857	462.613	654.553	651.104	-423.549	410.198	242.857	-1.24372	-801.529	0.579948
8.65	662.17	62.19	-560.94	245.256	483.758	637.213	662.17	-385.986	411.747	245.256	-5.31925	-800.022	0.580026
8.7	674.942	6.1019	-522.856	246.002	504.442	620.669	674.942	-330.159	405.476	246.002	-8.60634	-799.76	0.579959
8.75	688.715	-39.6519	-501.67	245.327	518.809	604.32	688.715	-293.145	409.037	245.327	-6.934	-796.44	0.580188
8.8	702.791	-89.6132	-464.739	243.46	534.803	591.328	702.791	-243.028	406.141	243.46	-4.40866	-797.285	0.580322
8.85	710.441	-146.508	-439.803	241.215	551.515	580.009	710.441	-196.262	419.967	241.215	-1.19428	-800.361	0.580204
8.9	709.95	-205.286	-428.2	244.144	568.875	565.518	709.95	-158.672	447.572	244.144	-0.495719	-802.14	0.580186
8.95	702.375	-261.967	-421.062	247.936	587.656	547.24	702.375	-127.581	479.21	247.936	-3.40953	-802.994	0.580213
9	690.747	-297.91	-439.887	248.089	604.133	526.36	690.747	-131.683	514.695	248.089	-6.66931	-801.241	0.58032
9.05	679.093	-312.989	-476.066	247.158	618.558	506.883	679.093	-164.658	545.425	247.158	-7.613	-799.679	0.580504
9.1	669.433	-311.203	-519.107	245.501	631.989	489.394	669.433	-215.339	565.64	245.501	-6.45022	-799.296	0.580535
9.15	660.623	-317.911	-535.763	243.96	647.513	473.501	660.623	-241.048	574.461	243.96	-5.26572	-802.152	0.580298
9.2	652.514	-331.921	-563.741	243.675	659.978	456.48	652.514	-272.544	594.722	243.675	-3.08731	-802.456	0.580162
9.25	649.112	-348.238	-585.572	244.34	673.134	436.765	649.112	-299	612.179	244.34	-3.51216	-802.409	0.58016
9.3	649.438	-334.254	-631.195	244.321	687.762	415.747	649.438	-362.819	615.22	244.321	-5.80734	-803.634	0.579914
9.35	651.701	-325.497	-690.17	245.687	702.62	399.31	651.701	-435.989	626.256	245.687	-4.16566	-808.15	0.57986
9.4	659.061	-303.488	-741.945	249.17	715.357	382.441	659.061	-509.987	618.467	249.17	-1.62363	-811.168	0.57979
9.45	665.629	-273.209	-776.036	251.007	723.744	361.767	665.629	-571.732	591.605	251.007	-0.357625	-809.124	0.579572
9.5	673.103	-260.239	-768.89	249.339	733.194	341.529	673.103	-587.621	560.015	249.339	0.755031	-808.835	0.579804
9.55	684.964	-261.514	-773.379	247.964	742.666	322.546	684.964	-607.233	545.687	247.964	3.02556	-809.678	0.580056
9.6	694.179	-249.106	-816.087	245.752	751.674	299.478	694.179	-667.076	532.035	245.752	1.73725	-809.134	0.579969
9.65	699.245	-255.761	-830.844	246.375	764.217	276.367	699.245	-693.826	523.757	246.375	-0.805469	-812.653	0.580037
9.7	697.983	-296.694	-836.43	249.183	769.62	255.296	697.983	-701.185	544.043	249.183	1.05277	-810.857	0.579794
9.75	690.247	-325.34	-832.961	250.228	771.303	231.536	690.247	-705.144	549.948	250.228	1.30522	-805.304	0.579868
9.8	683.6	-371.739	-792.628	249.122	779.556	211.09	683.6	-669.853	563.69	249.122	2.77211	-807.625	0.580184
9.85	681.026	-425.105	-784.182	247.439	785.575	190.628	681.026	-665.437	594.012	247.439	4.90559	-808.358	0.580406
9.9	678.419	-467.32	-795.018	247.542	787.627	165.749	678.419	-684.494	617.988	247.542	3.57511	-804.871	0.580347
9.95	678.033	-492.762	-813.851	249.847	791.169	137.373	678.033	-716.285	626.181	249.847	-1.63058	-803.005	0.580559
10	678.421	-516.37	-825.662	249.111	798.491	111.887	678.421	-742.434	630.197	249.111	-4.60152	-806.278	0.580482
10.05	679.089	-538.779	-859.736	248.629	802.686	89.6003	679.089	-791.663	634.584	248.629	-3.82356	-807.662	0.580501
10.1	679.033	-537.63	-902.116	248.619	802.209	65.6286	679.033	-852.065	613.877	248.619	-4.22465	-804.878	0.58044
10.15	676.928	-520.871	-930.751	249.121	803.729	40.9032	676.928	-899.073	573.823	249.121	-5.6431	-804.749	0.580131
10.2	669.442	-504.512	-944.634	250.908	808.525	17.7801	669.442	-929.682	531.561	250.908	-5.55889	-808.701	0.579878
10.25	660.837	-471.948	-930.841	250.509	810.142	-5.39563	660.837	-930.903	471.827	250.509	-5.29043	-810.143	0.579753
10.3	654.966	-448.769	-875.585	247.905	807.547	-26.014	654.966	-888.28	423.085	247.905	-2.49046	-807.963	0.579842
10.35	653.371	-410.79	-821.239	243.533	801.985	-47.8928	653.371	-843.711	362.4	243.533	-1.23381	-803.413	0.579834
10.4	658.136	-364.038	-807.368	240.363	799.119	-72.576	658.136	-835.978	292.417	240.363	-2.77803	-802.403	0.580008
10.45	666.06	-330.821	-795.35	238.661	801.088	-96.2199	666.06	-828.319	236.455	238.661	-2.76871	-806.841	0.579943
10.5	676.435	-307.437	-758.055	239.497	800.941	-118.785	676.435	-794.543	194.592	239.497	-1.72154	-809.699	0.580092
10.55	688.787	-275.087	-728.406	239.719	792.698	-142.59	688.787	-765.048	144.739	239.719	-3.10845	-805.415	0.580267
