Time [s]	Rotating hub Mx  [kNm]	Rotating hub My  [kNm]	Rotating hub Mz  [kNm]	Rotating hub Fx  [kN]	Rotating hub Fy  [kN]	Rotating hub Fz  [kN]	Stationary hub Mx  [kNm]	Stationary hub My  [kNm]	Stationary hub Mz  [kNm]	Stationary hub Fx  [kN]	Stationary hub Fy  [kN]	Stationary hub Fz  [kN]	Rotor speed  [rad/s]	
0	300.259	-120.101	-1249.33	175.264	764.125	-261.425	300.259	-1220.41	-293.016	175.264	1.47992	-807.606	0.570091
0.05	300.719	-219.793	-1188.58	172.297	754.869	-286.304	300.719	-1189.82	-212.976	172.297	-2.04681	-807.337	0.570073
0.1	307.131	-330.582	-1113.67	171.53	746.634	-303.597	307.131	-1155.91	-115.897	171.53	1.84122	-805.996	0.570246
0.15	319.546	-421.083	-1052.53	173.439	738.89	-321.513	319.546	-1132.88	-41.2949	173.439	5.30197	-805.793	0.570249
0.2	332.618	-491.34	-994.081	175.645	731.503	-342.792	332.618	-1108.78	15.0138	175.645	5.88513	-807.817	0.570201
0.25	345.176	-562.973	-947.241	177.003	719.61	-363.329	345.176	-1099.78	68.5124	177.003	5.21256	-806.114	0.570362
0.3	354.52	-634.326	-921.495	179	704.674	-383.088	354.52	-1113.09	112.058	179	3.68538	-802.065	0.570239
0.35	354.437	-696.451	-904.301	178.813	693.429	-403.869	354.437	-1132.47	142.564	178.813	2.9295	-802.462	0.570025
0.4	344.475	-756.203	-909.038	177.198	683.117	-424.057	344.475	-1171.8	158.368	177.198	3.20694	-804.029	0.569652
0.45	324.841	-800.372	-915.047	178.102	669.931	-442.843	324.841	-1205.33	158.362	178.102	3.15019	-803.061	0.569336
0.5	302.267	-822.953	-948.523	179.692	652.744	-463.055	302.267	-1249.72	123.065	179.692	-0.423938	-800.309	0.5692
0.55	282.409	-851.871	-1001.03	180.198	640.185	-483.38	282.409	-1312.06	79.0036	180.198	-1.44609	-802.179	0.569003
0.6	268.079	-925.052	-1061.5	182.097	633.723	-499.401	268.079	-1406.69	61.1461	182.097	4.81722	-806.835	0.568922
0.65	264.858	-993.811	-1136.03	184.896	622.697	-516.026	264.858	-1509.17	25.505	184.896	7.94866	-808.685	0.568813
0.7	269.19	-1042.89	-1195.64	188.618	606.057	-533.903	269.19	-1586.43	-20.6066	188.618	6.51569	-807.66	0.568536
0.75	282.34	-1106.42	-1256.49	190.873	587.665	-549.37	282.34	-1673.07	-61.4397	190.873	5.59169	-804.442	0.568567
0.8	302.522	-1179.21	-1288.7	194.641	574.478	-564.465	302.522	-1744.94	-80.409	194.641	8.45869	-805.341	0.568459
0.85	321.503	-1246.03	-1325.8	197.382	557.99	-580.7	321.503	-1816.03	-111.16	197.382	8.20322	-805.294	0.5682
0.9	338.072	-1310.64	-1355.02	197.144	537.309	-595.575	338.072	-1879.85	-141.607	197.144	5.73831	-802.108	0.568319
0.95	348.783	-1347.95	-1359.9	196.056	516.91	-612.971	348.783	-1906.77	-174.693	196.056	1.71281	-801.827	0.568066
1	348.613	-1366.09	-1341.32	195.137	499.015	-630.648	348.613	-1903.72	-202.94	195.137	-0.523844	-804.197	0.567982
1.05	345.065	-1380.72	-1286.57	195.997	484.707	-644.043	345.065	-1876.14	-204.316	195.997	2.84122	-806.055	0.568496
1.1	342.075	-1400.84	-1250.25	196.61	467.204	-656.965	342.075	-1865.13	-216.285	196.61	4.00425	-806.143	0.56873
1.15	335.588	-1409.64	-1222.23	196.894	448.735	-673.122	335.588	-1850.09	-241.013	196.894	2.60613	-808.981	0.568842
1.2	328.827	-1420.85	-1183.39	197.576	431.051	-685.923	328.827	-1831.5	-254.642	197.576	3.83838	-810.111	0.569042
1.25	319.732	-1442.01	-1128.67	199.659	413.14	-691.736	319.732	-1814.23	-248.698	199.659	8.47847	-805.674	0.568775
1.3	307.881	-1451.83	-1076.95	202.499	392.911	-700.494	307.881	-1790.28	-250.078	202.499	9.42994	-803.108	0.568795
1.35	299.575	-1475.72	-1057.47	205.273	367.699	-712.917	299.575	-1794.89	-272.695	205.273	4.16119	-802.145	0.56878
1.4	289.875	-1510.19	-1045.45	205.901	342.455	-723.138	289.875	-1812.41	-297.976	205.901	-0.230344	-800.127	0.568229
1.45	278.401	-1508.13	-1021.33	205.328	320.892	-733.212	278.401	-1791.63	-328.072	205.328	-1.30106	-800.356	0.568019
1.5	272.53	-1499.84	-986.177	205.325	302.932	-739.779	272.53	-1760.69	-349.364	205.325	2.31616	-799.397	0.567949
1.55	272.577	-1497.91	-965.265	204.84	283.646	-748.429	272.577	-1740.93	-380.297	204.84	3.91808	-800.366	0.567984
1.6	283.227	-1522.87	-974.312	203.93	259.885	-759.082	283.227	-1755.97	-430.093	203.93	0.72175	-802.337	0.568332
1.65	301.753	-1610.3	-983.54	205.522	237.772	-766.646	301.753	-1829.29	-462.749	205.522	0.160484	-802.672	0.568416
1.7	320.017	-1698.3	-982.169	207.128	217.94	-775.373	320.017	-1899.79	-489.568	207.128	1.51908	-805.419	0.568312
1.75	335.667	-1753.79	-980.523	208.672	196.704	-781.833	335.667	-1938.57	-528.367	208.672	2.23822	-806.195	0.568538
1.8	347.554	-1793.59	-961.316	210.988	175.184	-783.155	347.554	-1957.54	-555.994	210.988	3.84858	-802.5	0.568565
1.85	351.197	-1829.35	-945.138	212.325	150.605	-783.782	351.197	-1973.08	-588.873	212.325	2.39061	-798.117	0.568729
1.9	349.88	-1863.09	-909.998	213.647	127.069	-789.621	349.88	-1983.31	-604.726	213.647	0.925649	-799.779	0.568921
1.95	341.806	-1881.81	-851.058	212.776	104.504	-795.165	341.806	-1976.23	-600.025	212.776	0.579906	-802.002	0.568928
2	329.121	-1886.73	-785.807	211.352	80.3807	-794.484	329.121	-1956.64	-590.585	211.352	-0.536039	-798.54	0.569175
2.05	320.127	-1866.37	-723.249	211.099	55.5238	-795.771	320.127	-1914.16	-585.141	211.099	-2.68821	-797.702	0.569618
2.1	315.033	-1842.55	-674.989	211.511	30.3875	-800.017	315.033	-1870.78	-592.269	211.511	-5.26822	-800.576	0.569816
2.15	316.215	-1851.85	-634.884	211.947	7.40325	-802.249	316.215	-1861.8	-605.093	211.947	-5.46849	-802.264	0.570221
2.2	321.911	-1857.52	-586.349	211.471	-11.8012	-802.439	321.911	-1850.06	-609.465	211.471	-1.79479	-802.524	0.57023
2.25	326.339	-1845.42	-557.097	208.831	-34.1254	-801.012	326.339	-1821.05	-632.231	208.831	-1.28166	-801.738	0.570125
2.3	328.093	-1779.44	-537.76	206.822	-58.4627	-800.282	328.093	-1737.81	-660.003	206.822	-2.76077	-802.41	0.570009
2.35	324.488	-1703.83	-517.237	205.903	-81.2637	-796.789	324.488	-1645.06	-681.421	205.903	-2.93382	-800.917	0.569679
2.4	315.521	-1610.97	-507.109	206.943	-102.681	-793.426	315.521	-1534.16	-706.229	206.943	-1.79713	-800.041	0.569511
2.45	305.635	-1537.38	-516.216	205.43	-124.253	-789.672	305.635	-1439.31	-747.26	205.43	-0.913039	-799.388	0.569389
2.5	294.962	-1479.29	-549.132	202.177	-146.854	-786.068	294.962	-1354.34	-809.688	202.177	-1.0432	-799.668	0.569193
2.55	290.58	-1417.18	-586.062	202.332	-168.174	-782.591	290.58	-1262.27	-870.954	202.332	0.143453	-800.457	0.569474
2.6	296.808	-1368.61	-604.07	205.365	-186.754	-777.685	296.808	-1185.49	-912.477	205.365	3.72483	-799.786	0.5699
2.65	317.354	-1326.78	-624.593	205.58	-209.079	-772.04	317.354	-1113.22	-954.577	205.58	3.50158	-799.842	0.570542
2.7	347.576	-1329.36	-633.761	202.51	-234.005	-764.748	347.576	-1085.3	-995.475	202.51	0.355938	-799.749	0.571056
2.75	377.599	-1335.59	-637.485	199.157	-258.039	-758.152	377.599	-1061.15	-1031.58	199.157	-1.69159	-800.86	0.570937
2.8	395.114	-1322.64	-621.809	196.204	-276.574	-751.383	395.114	-1024.57	-1042.25	196.204	1.43383	-800.667	0.570945
2.85	400.179	-1305.78	-594.752	196.368	-292.893	-742.611	400.179	-988.879	-1039.67	196.368	5.87188	-798.262	0.570806
2.9	390.33	-1292.85	-553.094	196.527	-312.608	-734.194	390.33	-963.617	-1024.11	196.527	7.21294	-797.943	0.570916
2.95	373.09	-1298.5	-497.176	196.438	-337.913	-726.775	373.09	-962.934	-1003.02	196.438	3.93334	-801.481	0.571095
3	351.304	-1350.92	-420.127	193.938	-362.648	-714.146	351.304	-1015.47	-985.044	193.938	-0.95625	-800.948	0.57109
3.05	326.085	-1383.97	-319.629	192.755	-382.341	-704.49	326.085	-1063.93	-941.067	192.755	-0.006781	-801.555	0.570975
3.1	309.838	-1377.07	-226.229	193.249	-399.106	-695.722	309.838	-1077.52	-886.821	193.249	3.98275	-802.059	0.571556
3.15	306.998	-1361.1	-138.124	193.144	-417.089	-682.313	306.998	-1084.54	-833.934	193.144	4.55394	-799.683	0.57163
3.2	314.894	-1355.33	-55.2167	189.618	-440.033	-666.641	314.894	-1101.08	-792.204	189.618	-0.371688	-798.774	0.571861
3.25	329.956	-1323.84	38.125	189.364	-462.079	-655.87	329.956	-1105.8	-728.852	189.364	-1.77253	-802.296	0.571639
3.3	343.444	-1304.63	142.19	192.446	-480.483	-644.125	343.444	-1131.27	-665.208	192.446	-0.626844	-803.592	0.571224
3.35	352.214	-1288.62	222.388	194.846	-497.37	-629.396	352.214	-1148.98	-624.384	194.846	-0.064688	-802.194	0.57105
3.4	358.529	-1252.94	269.56	196.969	-517.318	-618.843	358.529	-1133.62	-597.858	196.969	0.767594	-806.588	0.571012
3.45	359.318	-1249.31	332.863	197.341	-533.906	-603.971	359.318	-1155.39	-580.203	197.341	1.50778	-806.123	0.570726
3.5	353.481	-1266.44	439.103	198.097	-546.925	-588.072	353.481	-1223.61	-547.233	198.097	4.12831	-803.081	0.570517
3.55	345.308	-1275.84	542.585	197.947	-565.334	-574.071	345.308	-1287.15	-515.181	197.947	4.10666	-805.694	0.570574
3.6	340.864	-1262.83	603.295	197.984	-586.863	-556.92	340.864	-1307	-500.46	197.984	-0.169563	-809.054	0.570787
3.65	342.081	-1218.07	627.041	197.184	-603.648	-537.661	342.081	-1279.99	-488.385	197.184	-2.62234	-808.371	0.571064
3.7	351.185	-1148.18	628.477	193.425	-613.433	-519.319	351.185	-1221.46	-470.456	193.425	0.142469	-803.737	0.571362
3.75	362.811	-1096.63	649.001	190.303	-624.732	-505.047	362.811	-1191.4	-452.067	190.303	4.89706	-803.33	0.571255
3.8	370.836	-1059.97	692.724	191.145	-640.572	-491.551	370.836	-1190.9	-430.318	191.145	7.52422	-807.402	0.57108
3.85	376.754	-1009.93	713.278	191.895	-658.045	-474.2	376.754	-1165.95	-411.438	191.895	6.31563	-811.079	0.571304
3.9	382.972	-910.665	724.268	191.614	-669.404	-455.45	382.972	-1107.8	-355.889	191.614	7.58159	-809.616	0.571488
3.95	385.956	-805.16	729.904	187.818	-676.482	-432.132	385.956	-1045.96	-294.987	187.818	7.19138	-802.692	0.57158
4	384.566	-748.574	775.263	185.023	-688.051	-408.047	384.566	-1047.56	-252.991	185.023	3.498	-799.94	0.571493
4.05	374.697	-673.66	836.33	183.767	-702.692	-391.288	374.697	-1057.36	-187.746	183.767	4.60588	-804.277	0.571118
4.1	356.465	-615.756	911.892	185.696	-712.862	-371.153	356.465	-1092.39	-131.846	185.696	5.0025	-803.68	0.570849
4.15	340.578	-542.434	959.465	187.227	-719.634	-348.445	340.578	-1099.54	-76.314	187.227	4.53222	-799.542	0.571168
4.2	330.49	-461.146	968.83	187.057	-729.314	-324.662	330.49	-1072.57	-29.5548	187.057	1.69325	-798.312	0.571021
4.25	323.814	-391.359	1006.49	186.376	-739.383	-302.998	323.814	-1079.74	18.6903	186.376	0.615344	-799.059	0.570865
4.3	320.736	-349.514	1076.04	188.607	-749.619	-282.577	320.736	-1130.21	51.5221	188.607	0.696625	-801.111	0.570486
4.35	317.049	-328.851	1170.05	193.978	-759.587	-263.499	317.049	-1213.4	69.385	193.978	2.25063	-803.99	0.56991
4.4	317.618	-308.334	1247.6	198.036	-766.926	-244.869	317.618	-1282.8	77.4813	198.036	5.18727	-805.052	0.570124
4.45	330.45	-311.012	1300.54	200.053	-771.875	-221.243	330.45	-1336.17	52.6262	200.053	4.05309	-802.946	0.570314
4.5	346.755	-274.13	1344.2	200.99	-777.031	-202.13	346.755	-1370.51	60.9053	200.99	7.14878	-802.859	0.57019
4.55	364.692	-256.831	1397.15	203.347	-785.03	-178.251	364.692	-1419.68	50.1061	203.347	4.99319	-804.997	0.570304
4.6	379.812	-249.853	1466.18	205.44	-790.405	-150.352	379.812	-1487.03	29.4069	205.44	-0.472734	-804.578	0.570119
4.65	387.391	-235.505	1503.31	206.261	-794.531	-124.455	387.391	-1521.62	7.09569	206.261	-3.7651	-804.21	0.57015
4.7	392.725	-214.366	1496.05	205.465	-798.83	-102.965	392.725	-1511.24	-16.2915	205.465	-2.69926	-805.434	0.570586
4.75	394.833	-196.857	1480.21	204.747	-802.478	-83.3628	394.833	-1492.61	-43.6105	204.747	0.406016	-806.796	0.570624
4.8	388.469	-200.531	1504.98	204.448	-804.73	-60.9257	388.469	-1515.73	-87.9905	204.448	0.877199	-807.032	0.570564
4.85	376.61	-195.807	1565.72	205.062	-807.2	-39.2137	376.61	-1573.06	-123.681	205.062	2.09502	-808.149	0.570592
4.9	362.472	-197.361	1625.89	206.19	-811.481	-16.4555	362.472	-1629.08	-169.012	206.19	2.3191	-811.645	0.570658
4.95	349.48	-196.987	1655.55	204.358	-812.924	6.04192	349.48	-1653.26	-215.378	204.358	2.99468	-812.941	0.570739
5	341.838	-175.281	1667.45	203.638	-810.94	25.121	341.838	-1659.19	-241.254	203.638	7.05079	-811.298	0.570934
5.05	338.823	-164.505	1664.25	204.722	-807.386	48.2709	338.823	-1649.17	-277.54	204.722	6.86385	-808.799	0.570749
5.1	336.768	-136.151	1696.99	207.227	-802.43	73.2971	336.768	-1675.9	-299.412	207.227	4.54557	-805.758	0.570501
5.15	338.115	-87.2781	1744.37	207.601	-800.959	98.6847	338.115	-1719.8	-304.519	207.601	2.15274	-807.013	0.570568
5.2	344.316	-22.0642	1771.49	208.553	-800.248	122.979	344.316	-1747.2	-293.16	208.553	1.05434	-809.641	0.570529
5.25	353.575	24.7982	1780.73	208.504	-793.403	147.91	353.575	-1755.71	-298.468	208.504	-1.61017	-807.071	0.570668
5.3	365.582	78.1953	1764.6	208.099	-783.997	167.879	365.582	-1741.89	-292.85	208.099	-0.077656	-801.77	0.570716
5.35	374.558	116.084	1761.31	206.366	-778.33	188.456	374.558	-1738.61	-304.834	206.366	1.4603	-800.819	0.570487
5.4	377.629	149.568	1777.31	207.53	-776.607	210.817	377.629	-1753.51	-326.241	207.53	2.27909	-804.709	0.570523
5.45	378.991	173.367	1805.27	209.26	-769.867	233.607	378.991	-1777.18	-361.536	209.26	1.46909	-804.527	0.570646
5.5	379.738	203.371	1829.85	210.205	-758.502	253.711	379.738	-1799.01	-391.517	210.205	1.74692	-799.807	0.571049
5.55	383.841	212.228	1820.01	210.592	-749.77	276.41	383.841	-1780.93	-431.019	210.592	0.268672	-799.098	0.571335
5.6	385.509	221.053	1814.63	211.405	-742.152	299.53	385.509	-1766.19	-471.516	211.405	-1.20003	-800.316	0.571299
5.65	383.598	255.63	1805.14	211.974	-733.707	318.651	383.598	-1757.1	-486.275	211.974	0.755063	-799.915	0.571387
5.7	382.816	261.145	1778.75	210.371	-722.7	341.211	382.816	-1720.95	-520.065	210.371	-1.48897	-799.199	0.571576
5.75	381.265	271.777	1734.51	210.249	-711.086	361.881	381.265	-1670.7	-539.592	210.249	-2.3385	-797.869	0.571706
5.8	385.457	264.937	1697.37	209.223	-698.5	383.227	385.457	-1618.67	-575.468	209.223	-4.28563	-796.71	0.57223
5.85	391.023	277.037	1672.62	210.024	-689.039	402.289	391.023	-1586.19	-598.66	210.024	-2.72909	-797.875	0.572116
5.9	391.888	296.032	1671.73	211.568	-679.423	421.892	391.888	-1577.65	-627.151	211.568	-1.64125	-799.754	0.571959
5.95	389.705	294.231	1679.54	213.775	-666.765	443.269	389.705	-1564.61	-677.809	213.775	-3.58766	-800.656	0.572014
6	386.587	285.116	1650.7	214.415	-654.57	461.472	386.587	-1515.74	-713.201	214.415	-2.59669	-800.881	0.571963
6.05	384.464	267.524	1582.89	213.936	-644.175	478.011	384.464	-1429.8	-729.91	213.936	0.836125	-802.157	0.572347
6.1	388.236	270.29	1552.82	210.371	-629.289	494.304	388.236	-1386.43	-749.735	210.371	1.78306	-800.211	0.572513
6.15	388.414	297.605	1551.77	208.233	-613.846	513.094	388.414	-1381.14	-767.474	208.233	0.356688	-800.045	0.572053
6.2	382.334	338.204	1563.46	207.972	-598.803	532.164	382.334	-1394.31	-784.018	207.972	-1.01991	-801.101	0.571796
6.25	377.636	362.403	1566.74	209.345	-583.925	550.03	377.636	-1390.28	-808.16	209.345	-1.32459	-802.184	0.571928
6.3	377.631	346.174	1543.94	208.161	-568.747	566.641	377.631	-1338.99	-843.024	208.161	-0.865531	-802.842	0.572068
6.35	385.195	327.21	1514.13	206.913	-553.569	580.234	385.195	-1280.04	-872.435	206.913	1.73869	-801.939	0.572546
6.4	399.999	300.385	1493.97	206.084	-537.119	595.349	399.999	-1221.11	-911.626	206.084	2.35834	-801.83	0.572667
6.45	412.751	271.549	1459.45	204.88	-521.952	612.129	412.751	-1150.2	-938.489	204.88	2.89044	-804.442	0.572501
6.5	423.887	262.871	1409.28	204.199	-506.233	625.698	423.887	-1084.78	-937.243	204.199	5.16766	-804.825	0.572805
6.55	436.503	268.922	1364.03	202.934	-486.478	637.918	436.503	-1035.11	-928.139	202.934	5.08744	-802.231	0.573093
6.6	444.243	310.453	1333.1	201.78	-464.941	649.697	444.243	-1024.1	-908.161	201.78	3.68619	-798.913	0.573111
6.65	446.191	356.564	1269.12	199.982	-447.477	662.852	446.191	-1000.54	-858.32	199.982	4.74991	-799.742	0.57322
6.7	437.969	397.051	1189.88	199.407	-428.78	674.967	437.969	-967.826	-797.983	199.407	5.37997	-799.627	0.57265
6.75	417.487	441.717	1117.52	201.113	-405.94	685.239	417.487	-946.5	-740.343	201.113	3.36463	-796.447	0.572454
6.8	398.77	488.045	1046.95	201.857	-384.133	698.667	398.77	-931.576	-682.977	201.857	0.585125	-797.304	0.572739
6.85	387.871	546.088	973.788	200.691	-365.063	712.449	387.871	-929.946	-617.799	200.691	0.162438	-800.534	0.572906
6.9	384.162	629.038	919.596	200.776	-344.612	722.921	384.162	-963.441	-559.577	200.776	0.124313	-800.857	0.572947
6.95	389.29	724.814	867.399	201.366	-325.409	733.233	389.29	-1013.53	-500.496	201.366	1.33438	-802.197	0.572957
7	397.065	834.932	815.733	202.243	-305.851	743.061	397.065	-1081.22	-439.876	202.243	2.48241	-803.541	0.572665
7.05	406.808	968.99	803.087	202.606	-280.168	750.792	406.808	-1189.27	-411.735	202.606	-1.27972	-801.362	0.572511
7.1	418.421	1105.71	764.07	204.424	-258.75	757.294	418.421	-1293.69	-364.376	204.424	-0.712172	-800.278	0.572567
7.15	428.493	1233.73	730.831	204.716	-238.61	766.598	428.493	-1395.1	-331.492	204.716	0.194969	-802.874	0.572144
7.2	430.047	1316.22	676.666	204.448	-219.084	775.353	430.047	-1449.89	-296.853	204.448	1.98847	-805.709	0.571825
7.25	426.038	1373.32	624.546	203.593	-195.822	779.165	426.038	-1483.62	-273.784	203.593	1.5228	-803.394	0.571606
7.3	419.089	1382.7	558.021	202.332	-172.398	784.524	419.089	-1470.1	-249.077	202.332	0.450984	-803.243	0.571519
7.35	412.337	1373.89	496.419	200.203	-149.203	793.53	412.337	-1442.27	-232.092	200.203	-1.0645	-807.434	0.571631
7.4	413.05	1360	442.728	198.789	-127.538	801.363	413.05	-1412.85	-222.406	198.789	-0.611125	-811.448	0.571973
7.45	418.015	1328.04	378.327	199.204	-108.149	802.373	418.015	-1365.87	-202.999	199.204	3.23516	-809.622	0.571944
7.5	425.649	1286.87	345.604	197.54	-84.3927	800.209	425.649	-1315.24	-213.585	197.54	2.97025	-804.642	0.572049
7.55	435.127	1248.69	286.612	194.959	-64.3257	799.702	435.127	-1266.22	-195.055	194.959	6.00486	-802.262	0.572118
7.6	443.985	1238.24	214.174	194.438	-43.8868	801.492	443.985	-1246.49	-159.286	194.438	8.45098	-802.648	0.5721
7.65	449.439	1249.47	146.289	196.055	-18.997	801.867	449.439	-1251.6	-126.821	196.055	6.51166	-802.066	0.572128
7.7	450.103	1255.01	62.9596	196.51	5.56746	800.499	450.103	-1254.08	-79.3135	196.51	4.86768	-800.503	0.571948
7.75	441.205	1243.25	-17.2543	195.6	29.3081	800.288	441.205	-1242.9	-34.4928	195.6	4.01749	-800.814	0.571474
7.8	423.202	1214.05	-100.205	193.578	50.3656	801.634	423.202	-1218.09	14.817	193.578	5.97708	-803.192	0.571194
7.85	403.175	1207.58	-162.974	191.664	73.6331	802.017	403.175	-1217.76	43.1327	191.664	5.79106	-805.369	0.571
7.9	385.743	1225.41	-230.691	189.656	96.4946	799.743	385.743	-1244.78	73.2594	189.656	5.81291	-805.522	0.57099
7.95	376.943	1268.8	-302.467	192.621	120.169	796.056	376.943	-1300.37	101.866	192.621	4.84707	-805.061	0.571063
8	377.424	1339.25	-364.249	196.174	145.241	789.735	377.424	-1383.33	112.519	196.174	2.02141	-802.977	0.570886
8.05	381.873	1392.68	-428.5	199.149	167.961	786.172	381.873	-1451.78	124.514	199.149	1.97042	-803.911	0.570611
8.1	392.854	1433.54	-487.14	202.716	188.451	781.541	392.854	-1508.44	130.217	202.716	3.89973	-803.931	0.570604
8.15	406.949	1459.68	-513.199	204.341	210.484	772.362	406.949	-1543.68	105.283	204.341	3.14456	-800.523	0.570453
8.2	420.771	1468.7	-540.581	205.35	231.131	765.225	420.771	-1562.73	84.7397	205.35	4.13888	-799.358	0.570344
8.25	432.524	1469.78	-553.78	205.621	253.233	761.813	432.524	-1569.77	52.2978	205.621	4.90313	-802.784	0.570365
8.3	439.314	1489.31	-578.058	207.028	275.667	757.771	439.314	-1597.39	23.4808	207.028	5.35133	-806.338	0.570273
8.35	442.083	1516.35	-612.707	204.888	298.065	749.593	442.083	-1635.46	-0.084188	204.888	4.51163	-806.668	0.5705
8.4	441.921	1552.33	-651.653	202.939	321.916	739.211	441.921	-1683.37	-25.4858	202.939	1.50672	-806.263	0.570625
8.45	438.149	1604.59	-716.593	206.115	345.148	729.856	438.149	-1756.94	-37.0881	206.115	-0.492969	-807.352	0.57069
8.5	430.079	1678.76	-800.908	209.575	367.365	720.675	430.079	-1859.46	-45.5821	209.575	-1.42594	-808.905	0.570678
8.55	420.072	1746.78	-869.244	211.844	390.266	711.251	420.072	-1949.82	-71.0925	211.844	-2.96616	-811.281	0.570742
8.6	410.73	1788.72	-908.763	212.632	410.913	699.355	410.73	-2003.11	-113.622	212.632	-3.64388	-811.131	0.570808
8.65	402.322	1821.68	-943.158	211.379	426.399	685.896	402.322	-2045.19	-158.877	211.379	-0.751719	-807.632	0.570711
8.7	396.584	1833.63	-978.633	209.106	441.175	677.156	396.584	-2069.36	-194.158	209.106	5.14569	-808.177	0.570789
8.75	394.876	1848.35	-996.629	207.855	462.015	667.944	394.876	-2085.36	-246.859	207.855	5.85581	-812.141	0.570704
8.8	395.132	1880.5	-1029.94	208.081	481.577	651.388	395.132	-2123.15	-298.77	208.081	3.44297	-810.068	0.570584
8.85	398.563	1909.36	-1064.37	206.214	500.503	633.901	398.563	-2157.76	-350.127	206.214	0.857594	-807.672	0.570674
8.9	404.579	1904.21	-1110.84	205.991	517.376	621.994	404.579	-2172.81	-372.626	205.991	3.31906	-809.039	0.570575
8.95	409.777	1880.87	-1165.11	207.926	532.96	608.658	409.777	-2179.91	-378.383	207.926	5.88663	-808.997	0.570564
9	415.293	1854.12	-1205.23	210.774	550.178	589.605	415.293	-2176.24	-392.858	210.774	3.36525	-806.423	0.57062
9.05	418.996	1811.29	-1236.99	212.121	568.395	570.347	418.996	-2156.22	-402.05	212.121	-0.13	-805.213	0.570524
9.1	419.76	1769	-1264.77	212.192	584.785	552.283	419.76	-2134.93	-413.585	212.192	-1.54813	-804.356	0.570627
9.15	421.622	1745.21	-1325.5	210.476	593.948	535.094	421.622	-2151.64	-416.102	210.476	2.48516	-799.433	0.570892
9.2	424.513	1741.84	-1370.9	208.082	606.623	518.426	424.513	-2171.39	-445.474	208.082	4.39253	-797.959	0.571064
9.25	426.568	1754.04	-1396.99	207.954	623.549	500.53	426.568	-2185.79	-500.567	207.954	2.62931	-799.586	0.571118
9.3	426.352	1782.97	-1424.26	208.814	637.114	479.682	426.352	-2209.79	-569.504	208.814	0.642719	-797.501	0.571136
9.35	424.639	1757.85	-1425.74	209.743	648.75	464.004	424.639	-2179.32	-611.017	209.743	3.89484	-797.598	0.571215
9.4	425.19	1723.95	-1438.08	208.108	659.516	447.177	425.19	-2152.46	-637.967	208.108	6.70422	-796.796	0.57154
9.45	427.577	1711.34	-1440.83	207.567	674.611	424.251	427.577	-2128.99	-687.061	207.567	2.02966	-796.923	0.571664
9.5	431.548	1679.45	-1440.29	209.029	690.899	402.571	431.548	-2091.89	-720.404	209.029	-2.13147	-799.625	0.571855
9.55	433.488	1651.08	-1442.1	209.87	702.671	381.522	433.488	-2058.38	-754.162	209.87	-3.38844	-799.559	0.571756
9.6	431.79	1627.04	-1429.29	209.798	711.348	361.589	431.79	-2013.63	-797.123	209.798	-2.23206	-797.971	0.571651
9.65	429.151	1619.24	-1423.78	208.842	719.155	342.84	429.151	-1981.7	-849.682	208.842	0.293156	-796.695	0.571861
9.7	426.58	1616.94	-1406.17	208.276	729.484	324.401	426.58	-1939.56	-910.989	208.276	2.02744	-798.36	0.571689
9.75	422.982	1629.15	-1394.02	208.198	739.04	302.278	422.982	-1906.09	-981.951	208.198	0.752531	-798.468	0.571838
9.8	421.79	1617.51	-1376.79	209.612	747.326	282.141	421.79	-1857.01	-1031.2	209.612	1.81609	-798.809	0.571824
9.85	420.616	1576.46	-1363.55	210.196	755.473	264.18	420.616	-1800.95	-1049.32	210.196	5.01811	-800.315	0.571766
9.9	421.988	1543.17	-1357.05	208.075	763.653	241.895	421.988	-1754.13	-1070.52	208.075	4.18756	-801.038	0.572046
9.95	429.646	1486.24	-1359.95	204.727	771.942	220.111	429.646	-1710.23	-1064.65	204.727	3.88699	-802.7	0.572182
10	437.362	1405.83	-1395.93	202.366	778.944	198.947	437.362	-1694.53	-1026.41	202.366	4.61574	-803.935	0.57214
10.05	445.477	1326.51	-1444.31	200.682	785.024	175.165	445.477	-1694.77	-986.632	200.682	3.08022	-804.323	0.572246
10.1	450.252	1228.38	-1464.92	199.858	791.278	152.048	450.252	-1667.85	-934.451	199.858	2.20822	-805.751	0.571994
10.15	449.331	1120.21	-1445.35	197.75	795.731	129.798	449.331	-1604.05	-878.032	197.75	2.57173	-806.243	0.572003
10.2	448.081	1036.31	-1423.69	196.47	796.946	105.586	448.081	-1545.93	-843.16	196.47	1.46298	-803.908	0.572055
10.25	444.436	946.564	-1406.35	198.238	798.809	84.141	444.436	-1494.86	-799.49	198.238	2.92752	-803.223	0.571909
10.3	438.308	861.323	-1392.56	202.121	800.864	63.3204	438.308	-1451.45	-757.885	202.121	4.97422	-803.348	0.571839
10.35	433.108	799.232	-1387.45	205.14	800.559	38.7431	433.108	-1421.35	-737.263	205.14	3.39779	-801.488	0.571709
10.4	425.726	730.862	-1386.59	205.68	799.994	15.3034	425.726	-1397.78	-709.223	205.68	2.86787	-800.135	0.571385
10.45	421.769	653.176	-1392.44	205.214	800.499	-5.98229	421.769	-1383.82	-671.262	205.214	4.44772	-800.509	0.571516
