Time [s]	Rotating hub Mx  [kNm]	Rotating hub My  [kNm]	Rotating hub Mz  [kNm]	Rotating hub Fx  [kN]	Rotating hub Fy  [kN]	Rotating hub Fz  [kN]	Stationary hub Mx  [kNm]	Stationary hub My  [kNm]	Stationary hub Mz  [kNm]	Stationary hub Fx  [kN]	Stationary hub Fy  [kN]	Stationary hub Fz  [kN]	Rotor speed  [rad/s]	
408.3	680.478	852.405	334.675	234.132	-143.89	797.53	680.478	-897.733	-180.767	234.132	2.48833	-810.402	0.572414
408.35	683.628	845.776	276.169	235.973	-121.124	799.907	683.628	-877.075	-149.485	235.973	2.81701	-809.021	0.572806
408.4	685.845	833.466	204.69	234.161	-97.7973	800.707	685.845	-851.784	-105.012	234.161	2.72642	-806.653	0.572805
408.45	679.628	852.966	140.756	232.814	-74.0845	802.628	679.628	-862.134	-63.9308	232.814	2.02719	-806.037	0.572429
408.5	666.511	893.852	102.918	232.48	-49.3026	805.411	666.511	-898.46	-48.3174	232.48	0.185109	-806.918	0.572299
408.55	649.636	917.892	56.9002	233.351	-27.8878	807.055	649.636	-919.251	-27.2273	233.351	1.80954	-807.535	0.572002
408.6	633.048	906.63	9.03834	234.053	-5.82242	805.464	633.048	-906.657	-5.68335	234.053	2.84181	-805.48	0.572052
408.65	624.666	846.634	-39.0209	231.26	19.8361	804.857	624.666	-847.343	17.9234	231.26	0.214941	-805.101	0.572241
408.7	624.922	754.916	-112.997	228.034	44.9473	806.833	624.922	-759.88	72.451	228.034	-1.72169	-808.082	0.572222
408.75	631.896	682.828	-181.7	225.729	71.4068	805.616	631.896	-695.433	125.068	225.729	-5.07366	-808.758	0.572269
408.8	646.27	640.789	-251.054	224.537	94.6981	801.473	646.27	-664.61	178.693	224.537	-5.53556	-807.029	0.57248
408.85	665.986	576.907	-324.305	224.273	113.462	800.759	665.986	-616.368	241.011	224.273	-1.1122	-808.757	0.572697
408.9	685.911	492.069	-374.821	222.105	133.368	797.588	685.911	-547.82	287.255	222.105	1.88931	-808.66	0.572794
408.95	699.616	400.68	-419.097	220.169	154.112	790.816	699.616	-474.844	332.73	220.169	3.37614	-805.686	0.572678
409	701.628	314.519	-446.662	219.378	178.911	784.669	701.628	-406.347	365.118	219.378	0.891016	-804.806	0.572433
409.05	691.254	256.892	-482.114	220.534	204.203	780.56	691.254	-369.753	402.132	220.534	-1.59667	-806.827	0.572244
409.1	673.736	212.213	-513.954	221.6	228.513	776.314	673.736	-347.074	434.422	221.6	-3.04309	-809.242	0.572249
409.15	653.144	137.385	-570.147	221.787	246.652	772.352	653.144	-305.326	500.718	221.787	1.62634	-810.779	0.572186
409.2	634.751	52.8014	-626.596	222.214	265.398	766.177	634.751	-258.587	573.187	222.214	5.08791	-810.825	0.572193
409.25	621.19	16.524	-674.408	221.803	289.093	754.22	621.19	-258.247	623.223	221.803	1.86609	-807.724	0.572114
409.3	615.93	15.0102	-748.089	221.763	312.072	745.486	615.93	-303.056	684.119	221.763	0.399188	-808.169	0.572142
409.35	621.39	21.1999	-821.885	221.954	332.924	739.861	621.39	-358.605	739.829	221.954	2.20438	-811.313	0.572296
409.4	635.865	33.8173	-888.958	222.319	349.802	729.484	635.865	-420.39	784.004	222.319	5.6965	-808.997	0.572288
409.45	654.4	22.3609	-917.991	221.74	368.638	717.222	654.4	-445.98	802.689	221.74	6.46356	-806.387	0.572225
409.5	668.971	-1.42597	-944.299	220.671	388.158	704.721	668.971	-460.883	824.19	220.671	6.38019	-804.524	0.571738
409.55	674.846	7.70098	-998.713	222.503	408.525	691.82	674.846	-520.051	852.663	222.503	5.26756	-803.418	0.571565
409.6	674.321	60.5616	-1069.2	224.857	431.275	678.331	674.321	-626.696	868.394	224.857	1.78613	-803.821	0.571401
409.65	666.468	121.516	-1151.89	224.232	452.57	666.57	666.468	-748.143	884.25	224.232	0.521156	-805.689	0.571203
409.7	653.437	181.617	-1211.61	225.467	471.501	652.918	653.437	-856.776	875.741	225.467	0.184844	-805.366	0.571033
409.75	637.454	233.083	-1248.07	228.987	487.441	637.248	637.454	-944.45	848.547	228.987	0.986656	-802.298	0.570722
409.8	621.141	275.659	-1269.43	231.358	504.013	624.182	621.141	-1014.78	810.965	231.358	2.77134	-802.262	0.570584
409.85	614.602	325.951	-1301.28	233.531	522.082	612.12	614.602	-1096.39	772.974	233.531	4.09944	-804.514	0.570935
409.9	620.089	381.29	-1294.08	235.812	545.437	596.287	620.089	-1154.03	698.741	235.812	-0.861094	-808.121	0.570958
409.95	632.984	426.948	-1275.12	235.493	564.66	577.416	632.984	-1193.16	620.153	235.493	-4.73131	-807.606	0.570953
410	649.792	456.768	-1254.9	234.376	578.481	561.299	649.792	-1216.76	550.389	234.376	-2.86647	-806.033	0.570774
410.05	662.394	493.026	-1225.27	235.709	594.121	547.275	662.394	-1234.78	468.719	235.709	-0.786781	-807.768	0.570256
410.1	667.458	524.206	-1188.18	236.3	610.997	532.203	667.458	-1240.16	385.457	236.3	-0.212594	-810.282	0.570186
410.15	671.367	540.732	-1161.19	236.779	624.307	514.197	671.367	-1240.3	320.034	236.779	0.527969	-808.801	0.57027
410.2	670.624	543.436	-1145.8	237.696	637.744	494.39	670.624	-1238.41	272.976	237.696	-0.301375	-806.932	0.570252
410.25	667.223	544.752	-1125.95	238.54	654.291	473.774	667.223	-1230.44	224.776	238.54	-3.70278	-807.803	0.570358
410.3	661.262	539.61	-1118.29	237.915	668.695	454.345	661.262	-1227.13	189.495	237.915	-4.83916	-808.43	0.570312
410.35	652.129	545.48	-1091.21	237.546	683.846	434.431	652.129	-1212.48	134.795	237.546	-6.74081	-810.142	0.570212
410.4	643.37	545.232	-1072.9	238.298	696.021	416.757	643.37	-1200.06	90.8875	238.298	-5.06894	-811.237	0.570219
410.45	636.534	541.892	-1097.61	238.965	704.146	399.869	636.534	-1221.99	71.7609	238.965	-0.63775	-809.763	0.570229
410.5	633.448	553.147	-1140.27	238.117	715.317	379.119	633.448	-1266.48	46.9871	238.117	-1.11866	-809.573	0.57021
410.55	631.887	573.539	-1189.83	239.277	729.706	355.782	631.887	-1320.77	14.6141	239.277	-5.34503	-811.802	0.569933
410.6	631.208	574.641	-1236.42	239.931	739.031	334.235	631.208	-1363.42	-4.52684	239.931	-5.68663	-811.078	0.569862
410.65	634.814	566.804	-1286.54	236.877	741.382	314.133	634.814	-1405.77	-16.493	236.877	-1.98675	-805.185	0.569868
410.7	639.098	551.176	-1304.86	237.183	747.195	294.394	639.098	-1416.05	-35.2827	237.183	0.453	-803.099	0.569713
410.75	645.285	539.918	-1324.48	239.249	755.407	271.838	645.285	-1429.11	-58.3566	239.249	-0.673313	-802.829	0.569914
410.8	655.192	520.582	-1351.72	238.103	764.319	247.352	655.192	-1446.7	-72.1824	238.103	-3.83866	-803.338	0.570095
410.85	661.75	466.801	-1355.3	237.473	773.656	224.199	661.75	-1432.15	-60.8055	237.473	-5.80239	-805.466	0.569839
410.9	665.238	416.359	-1349.84	238.492	778.121	198.617	665.238	-1411.55	-54.2591	238.492	-8.71706	-803.022	0.570184
410.95	668.504	369.679	-1314.39	240.758	782.796	174.642	668.504	-1364.18	-57.2099	240.758	-10.2298	-801.976	0.57015
411	665.849	341.278	-1255.75	237.987	787.637	152.92	665.849	-1298.83	-80.1193	237.987	-9.62074	-802.286	0.570069
411.05	660.265	322.362	-1171.95	235.82	790.414	134.098	660.265	-1210.21	-113.092	235.82	-5.76659	-801.687	0.570271
411.1	655.001	318.915	-1096.57	236.303	787.35	113.944	655.001	-1131.41	-155.164	236.303	-2.39512	-795.548	0.570268
411.15	646.212	323.073	-1044.61	234.496	785.281	91.671	646.212	-1075.43	-197.608	234.496	-1.59048	-790.612	0.570229
411.2	642.029	326.714	-1019.59	233.421	790.617	68.3561	642.029	-1044.76	-234.066	233.421	-2.74242	-793.562	0.570635
411.25	643.655	326.921	-1046.08	235.034	795.45	43.0428	643.655	-1064.11	-262.367	235.034	-5.66087	-796.593	0.570694
411.3	646.235	314.473	-1080.38	235.731	798.458	18.2207	646.235	-1090.07	-279.059	235.731	-7.83846	-798.627	0.570723
411.35	653.268	272.255	-1115.75	236.352	800.224	-3.15507	653.268	-1116.85	-267.695	236.352	-6.42369	-800.204	0.571097
411.4	661.753	218.158	-1140.49	237.264	803.023	-25.3676	661.753	-1134.81	-245.996	237.264	-5.71319	-803.403	0.570935
411.45	663.65	165.949	-1164.82	237.075	806.239	-50.414	663.65	-1154.39	-227.432	237.075	-7.62636	-807.777	0.570786
411.5	665.52	105.447	-1187.13	235.812	807.663	-74.9965	665.52	-1174.59	-201.807	235.812	-8.95023	-811.088	0.571056
411.55	662.972	55.5884	-1224.42	235.138	803.431	-98.4694	662.972	-1210.9	-189.79	235.138	-9.59279	-809.386	0.570722
411.6	654.479	10.9925	-1272.92	235.582	798.228	-119.951	654.479	-1259.19	-186.794	235.582	-8.4912	-807.145	0.570693
411.65	646.775	-18.5499	-1286.37	235.648	796.617	-140.343	646.775	-1271.52	-195.757	235.648	-5.83103	-808.864	0.570874
411.7	640.808	-32.9298	-1258.44	235.608	795.074	-161.622	640.808	-1240.82	-212.429	235.608	-3.91756	-811.325	0.570852
411.75	638.999	-21.5844	-1204.38	233.807	789.359	-185.708	638.999	-1179.02	-246.8	233.807	-5.51058	-810.892	0.571135
411.8	645.65	-21.7075	-1116.06	233.313	783.71	-205.719	645.65	-1086.01	-258.163	233.313	-3.13516	-810.254	0.571512
411.85	657.858	-41.7396	-1056.88	232.181	776.171	-224.476	657.858	-1026.9	-253.411	232.181	-0.092891	-807.979	0.571602
411.9	670.145	-49.0107	-1030.4	231.433	769.812	-248.282	670.145	-996.236	-267.651	231.433	-1.61453	-808.859	0.571647
411.95	679.798	-57.1586	-1025.4	231.591	764.478	-272.625	679.798	-986.174	-286.667	231.591	-3.23113	-811.628	0.571585
412	683.131	-72.4608	-1008.73	231.663	755.028	-291.491	683.131	-967.515	-294.461	231.663	-1.041	-809.342	0.571428
412.05	678.552	-80.1945	-983.114	231.089	741.413	-308.107	678.552	-938.052	-304.965	231.089	1.49663	-802.883	0.571313
412.1	671.151	-82.1792	-955.627	231.932	731.336	-328.496	671.151	-904.724	-318.514	231.932	1.70244	-801.723	0.571492
412.15	661.736	-95.3325	-943.606	232.8	723.898	-352.275	661.736	-890.201	-327.144	232.8	-0.029656	-805.062	0.571433
412.2	651.254	-113.136	-955.026	231.907	713.226	-376.41	651.254	-898.858	-341.949	231.907	-3.36522	-806.452	0.571406
412.25	643.346	-138.589	-928.037	229.085	702.469	-394.967	643.346	-877.593	-332.1	229.085	-1.77072	-805.89	0.571544
412.3	640.136	-165.887	-876.279	228.151	691.503	-410.782	640.136	-837.316	-307.059	228.151	2.05625	-804.31	0.571505
412.35	640.622	-185.392	-811.007	227.918	680.916	-430.103	640.622	-783.627	-279.34	227.918	3.05303	-805.373	0.571587
412.4	646.25	-199.026	-748.419	228.367	667.354	-452.023	646.25	-731.169	-255.215	228.367	0.313594	-806.031	0.571656
412.45	655.776	-229.081	-684.535	231.339	651.759	-470.597	655.776	-689.311	-214.281	231.339	-0.833719	-803.897	0.571792
412.5	665.886	-262.707	-645.085	231.212	632.971	-487.77	665.886	-671.997	-183.221	231.212	-2.90953	-799.102	0.571791
412.55	676.133	-308.9	-596.553	230.356	620.717	-505.315	676.133	-657.893	-135.912	230.356	-1.40653	-800.394	0.571981
412.6	682.597	-352.032	-526.348	229.528	610.743	-524.106	682.597	-628.62	-76.192	229.528	0.727563	-804.795	0.571875
412.65	682.697	-394.844	-447.286	228.678	594.777	-541.471	682.697	-596.558	-9.24381	228.678	0.146688	-804.332	0.571847
412.7	678.742	-435.323	-360.574	227.719	576.729	-559.757	678.742	-561.735	63.0349	227.719	-2.54791	-803.703	0.571975
412.75	671.307	-472.98	-277.444	226.06	561.09	-579.842	671.307	-532.051	132.689	226.06	-4.79253	-806.855	0.57187
412.8	660.942	-516.233	-171.652	225.964	550.224	-595.295	660.942	-495.558	224.461	225.964	-0.191313	-810.631	0.571961
412.85	651.798	-541.233	-65.8171	224.429	534.441	-605.993	651.798	-451.003	306.367	224.429	4.06359	-807.984	0.571892
412.9	640.587	-550.797	-3.61422	223.327	511.426	-618.605	640.587	-427.405	347.442	223.327	1.37281	-802.637	0.571557
412.95	630.639	-570.016	6.5331	224.311	489.599	-636.566	630.639	-446.108	354.892	224.311	-3.95075	-803.061	0.571471
413	624.106	-600.015	7.85851	224.298	474.061	-652.894	624.106	-479.485	360.796	224.298	-3.19325	-806.842	0.571219
413.05	621.101	-636.36	40.6164	224.991	462.555	-660.946	621.101	-500.929	394.556	224.991	5.80266	-806.705	0.57108
413.1	625.353	-651.901	50.4177	226.851	442.808	-670.008	625.353	-519.704	396.768	226.851	7.33375	-803.079	0.571198
413.15	634.974	-695.282	42.7601	227.878	419.99	-683.57	634.974	-571.865	397.763	227.878	3.71731	-802.276	0.570996
413.2	645.075	-769.652	47.9863	226.635	401.077	-699.093	645.075	-645.021	422.629	226.635	2.49691	-805.97	0.570894
413.25	656.476	-842.311	62.3226	227.825	382.551	-710.73	656.476	-714.219	450.847	227.825	3.67769	-807.136	0.570911
413.3	666.091	-883.052	77.5727	230.278	361.31	-718.48	666.091	-756.509	462.052	230.278	4.23903	-804.201	0.570765
413.35	669.389	-904.391	72.4151	230.447	337.704	-727.065	669.389	-790.92	444.536	230.447	2.14819	-801.663	0.570537
413.4	665.783	-932.805	52.2756	231.078	315.555	-737.805	665.783	-837.316	414.44	231.078	0.420844	-802.454	0.570248
413.45	653.237	-980.323	20.1391	233.045	294.104	-747.868	653.237	-904.774	377.919	233.045	-0.359031	-803.619	0.569765
413.5	635.146	-1039.15	-17.818	233.957	272.757	-756.479	635.146	-983.395	336.288	233.957	-0.476125	-804.149	0.569571
413.55	620.407	-1054.09	-52.2904	234.939	251.562	-766.574	620.407	-1017.54	280.077	234.939	-0.865688	-806.795	0.569624
413.6	611.736	-1023.51	-77.3104	236.56	229.759	-772.37	611.736	-1002.94	218.277	236.56	-0.442844	-805.819	0.569497
413.65	611.104	-1015.29	-71.8592	238.142	210.987	-771.107	611.104	-999.403	192.776	238.142	4.69213	-799.437	0.569606
413.7	621.686	-1034.27	-77.8998	237.323	189.607	-775.981	621.686	-1024.35	162.732	237.323	5.53136	-798.791	0.56981
413.75	639.405	-1091.11	-96.2836	235.406	164.05	-786.163	639.405	-1087.96	127.013	235.406	1.19345	-803.096	0.569748
413.8	658.479	-1170.2	-104.361	233.693	138.194	-790.813	658.479	-1170.42	101.847	233.693	-2.20281	-802.794	0.569836
413.85	676.133	-1191.36	-108.693	232.543	113.203	-794.902	676.133	-1194.41	67.2834	232.543	-4.65299	-802.909	0.569749
413.9	683.895	-1161.79	-112.973	232.762	90.181	-801.221	683.895	-1166.99	25.4912	232.762	-5.39663	-806.262	0.569386
413.95	678.141	-1156.46	-130.38	233.058	67.778	-805.12	678.141	-1163.51	-25.5441	233.058	-5.11382	-807.952	0.56912
414	661.668	-1157.91	-162.214	233.677	44.8089	-808.787	661.668	-1165.73	-90.3139	233.677	-5.2812	-810.01	0.568818
414.05	637.934	-1160.09	-186.3	235.1	22.954	-811.013	637.934	-1165.67	-147.423	235.1	-4.16453	-811.327	0.568782
414.1	617.156	-1180.92	-209.1	235.427	0.813643	-807.975	617.156	-1181.95	-203.211	235.427	-3.21379	-807.969	0.568987
414.15	605.018	-1189.84	-205.128	236.23	-18.8075	-804.813	605.018	-1184.7	-232.994	236.23	0.08499	-805.033	0.569139
414.2	599.894	-1179.09	-218.5	236.788	-42.7406	-803.407	599.894	-1166.16	-279.4	236.788	-0.986867	-804.543	0.568943
414.25	600.905	-1148.78	-224.456	238.236	-66.323	-800.247	600.905	-1127.05	-315.955	238.236	-1.86543	-802.988	0.568827
414.3	609.507	-1127.83	-204.077	237.862	-86.8508	-796.344	609.507	-1099	-325.346	237.862	0.14068	-801.066	0.568849
414.35	622.958	-1067.14	-188.088	236.153	-110.012	-797.531	622.958	-1031.38	-332.322	236.153	0.138414	-805.083	0.568672
414.4	637.117	-1026.06	-172.79	236.914	-135.562	-795.28	637.117	-983.514	-339.645	236.914	-2.54608	-806.747	0.568639
414.45	649.503	-997.319	-162.989	237.529	-161.436	-790.464	649.503	-947.15	-352.303	237.529	-5.93008	-806.759	0.568475
414.5	654.914	-986.587	-140.107	237.548	-184.059	-786.516	654.914	-931.34	-354.387	237.548	-5.94105	-807.744	0.568338
414.55	657.585	-997.081	-116.909	237.134	-205.141	-780.774	657.585	-936.818	-360.847	237.134	-4.82999	-807.259	0.568752
414.6	663.16	-994.938	-100.835	234.623	-225.125	-771.055	663.16	-928.547	-371.308	234.623	-3.75283	-803.239	0.569201
414.65	668.687	-970.249	-96.3134	231.348	-245.596	-760.737	668.687	-895.443	-385.8	231.348	-3.52208	-799.391	0.569618
414.7	674.232	-932.583	-96.8308	229.685	-267.285	-752.237	674.232	-848.363	-399.21	229.685	-4.02549	-798.301	0.56995
414.75	674.475	-936.092	-71.4578	230.104	-287.319	-742.579	674.475	-848.974	-400.771	230.104	-3.43791	-796.218	0.569995
414.8	666.928	-963.049	-44.0489	229.763	-309.326	-734.322	666.928	-872.614	-409.815	229.763	-4.24025	-796.802	0.569954
414.85	656.905	-965.229	-22.8512	228.051	-332.87	-730.713	656.905	-871.247	-416.073	228.051	-4.48656	-802.947	0.570233
414.9	644.341	-954.823	-0.69408	228.155	-354.053	-724.81	644.341	-859.311	-416.261	228.155	-3.23744	-806.655	0.570143
414.95	632.908	-941.779	32.0786	228.803	-373.767	-713.995	632.908	-850.618	-405.494	228.803	-2.71813	-805.905	0.570294
415	623.33	-937.843	82.9761	229.603	-394.228	-701.721	623.33	-860.004	-383.182	229.603	-3.58838	-804.87	0.570262
415.05	617.254	-964.918	158.223	232.258	-417.253	-689.078	617.254	-910.433	-356.671	232.258	-6.89388	-805.532	0.570226
415.1	616.933	-997.431	249.301	234.077	-440.155	-676.696	616.933	-976.084	-322.925	234.077	-9.89775	-807.19	0.570428
415.15	623.899	-981.329	339.432	235.299	-459.294	-665.678	623.899	-1003.49	-266.888	235.299	-8.90219	-808.702	0.57054
415.2	637.405	-920.228	390.742	237.927	-477.452	-650.377	637.405	-975.666	-218.119	237.927	-9.49672	-806.759	0.570853
415.25	652.543	-844.67	418.698	239.747	-495.075	-633.629	652.543	-925.813	-177.888	239.747	-10.6364	-804.035	0.570745
415.3	663.796	-798.774	449.139	237.307	-514.715	-620.733	663.796	-903.74	-151.727	237.307	-11.0746	-806.3	0.57071
415.35	668.813	-739.326	483.994	235.6	-533.849	-614.806	668.813	-876.49	-112.328	235.6	-6.46522	-814.21	0.570592
415.4	667.567	-711.46	498.16	235.845	-550.723	-599.859	667.567	-861.775	-108.084	235.845	-5.77684	-814.305	0.570657
415.45	664.712	-653.587	475.263	235.741	-563.833	-581.495	664.712	-800.715	-109.119	235.741	-4.70722	-809.952	0.57105
415.5	664.164	-611.704	455.18	233.498	-576.456	-562.743	664.164	-753.569	-116.206	233.498	-3.79128	-805.585	0.571353
415.55	662.942	-615.034	463.984	230.886	-592.678	-544.966	662.942	-758.656	-134.124	230.886	-4.84334	-805.128	0.5715
415.6	664.921	-627.049	498.964	229.236	-609.348	-528.888	664.921	-788.72	-141.69	229.236	-4.91009	-806.848	0.571918
415.65	669.706	-628.704	536.741	229.445	-622.419	-510.058	669.706	-814.481	-141.348	229.445	-4.67231	-804.701	0.572112
415.7	675.235	-578.667	521.548	230.175	-635.311	-492.167	675.235	-767.313	-134.534	230.175	-3.68556	-803.639	0.572343
415.75	682.303	-529.971	507.142	231.891	-648.427	-473.912	682.303	-722.662	-125.784	231.891	-3.15978	-803.144	0.572601
415.8	684.354	-512.502	530.725	231.712	-662.145	-455.767	684.354	-728.187	-118.62	231.712	-2.90219	-803.836	0.572228
415.85	677.007	-518.747	595.508	231.101	-676.581	-439.258	677.007	-782.173	-109.244	231.101	-1.62331	-806.664	0.572075
415.9	664.38	-534.902	660.487	232.478	-688.101	-420.149	664.38	-842.584	-111.422	232.478	-0.868344	-806.23	0.571792
415.95	645.851	-517.469	674.614	234.703	-697.649	-400.004	645.851	-842.639	-113.305	234.703	-0.053438	-804.188	0.571598
416	631.606	-485.155	639.146	234.818	-708.347	-377.835	631.606	-792.529	-125.621	234.818	-1.66053	-802.815	0.571849
416.05	623.829	-417.467	573.1	233.384	-718.2	-357.013	623.829	-699.274	-117.206	233.384	-1.74041	-802.039	0.571729
416.1	622.005	-359.498	545.415	233.322	-725.458	-334.902	622.005	-646.107	-96.2372	233.322	-1.92538	-799.028	0.571826
416.15	631.159	-301.317	545.116	234.857	-734.288	-313.358	631.159	-619.823	-61.3472	234.857	-2.3555	-798.353	0.572132
416.2	648.025	-224.158	553.988	236.951	-747.931	-294.839	648.025	-597.606	-4.05977	236.951	-1.76213	-803.945	0.572256
416.25	670.228	-134.527	551.415	237.011	-759.17	-274.413	670.228	-564.171	62.1839	237.011	-1.792	-807.242	0.572635
416.3	691.953	-47.305	545.425	235.187	-763.53	-251.162	691.953	-532.561	126.903	235.187	-2.12324	-803.776	0.572548
416.35	703.037	22.0157	550.922	231.768	-768.875	-228.27	703.037	-521.297	179.582	231.768	-2.58277	-802.041	0.572326
416.4	702.354	58.9331	575.846	229.205	-777.354	-205.243	702.354	-540.681	206.725	229.205	-4.07542	-803.982	0.572243
416.45	692.028	83.9026	592.179	227.806	-786.143	-183.366	692.028	-556.456	219.255	227.806	-4.3937	-807.233	0.572187
416.5	673.96	137.949	553.486	224.511	-788.143	-163.849	673.96	-513.57	248.238	224.511	-0.815969	-804.994	0.572192
416.55	655.556	183.968	472.88	223.464	-788.572	-140.673	655.556	-433.001	264.518	223.464	-0.672203	-801.021	0.572312
416.6	637.26	207.205	417.002	223.686	-792.415	-114.138	637.26	-381.686	266.722	223.686	-4.56907	-800.58	0.572088
416.65	621.694	226.932	399.982	224.705	-801.207	-90.7725	621.694	-369.895	273.242	224.705	-5.92434	-806.311	0.571969
416.7	614.324	249.739	411.935	227.172	-806.493	-72.2572	614.324	-387.375	286.357	227.172	-1.78584	-809.722	0.572057
416.75	616.744	273.199	453.426	229.44	-801.718	-54.5472	616.744	-435.338	301.186	229.44	3.99593	-803.562	0.57195
416.8	626.36	301.942	486.548	230.701	-800.307	-34.8407	626.36	-475.887	318.48	230.701	7.32379	-801.032	0.571926
416.85	639.83	323.352	518.287	230.545	-802.662	-8.87043	639.83	-516.411	326.34	230.545	4.23529	-802.7	0.571549
416.9	648.133	336.178	542.522	232.434	-802.354	20.7896	648.133	-550.041	323.729	232.434	-2.50113	-802.619	0.570979
416.95	650.396	359.268	552.35	234.121	-797.368	45.5411	650.396	-570.056	330.456	234.121	-4.57064	-798.654	0.570733
417	651.456	374.622	527.958	233.11	-795.545	66.9747	651.456	-556.163	331.306	233.11	-3.29149	-798.352	0.570721
417.05	650.084	346.365	507.442	232.551	-796.228	91.9463	650.084	-541.935	289.435	232.551	-5.26728	-801.502	0.570492
417.1	645.521	304.691	509.252	232.607	-795.492	115.898	645.521	-546.073	232.333	232.607	-6.23821	-803.867	0.570304
417.15	639.588	272.781	529.499	234.002	-795.107	135.044	639.588	-567.19	181.863	234.002	-2.26762	-806.491	0.570119
417.2	634.775	264.839	600.276	237.02	-789.861	151.253	634.775	-640.062	144.19	237.02	3.80316	-804.204	0.570203
417.25	638.719	255.588	685.08	238.45	-784.774	172.416	638.719	-724.587	98.145	238.45	4.97198	-803.476	0.570687
417.3	652.096	265.345	743.029	237.719	-780.185	195.029	652.096	-785.65	72.4844	237.719	4.85691	-804.178	0.570983
417.35	666.774	291.321	778.644	236.421	-771.977	217.46	666.774	-828.799	65.1708	236.421	3.9833	-802.011	0.570797
417.4	673.649	329.439	816.494	234.403	-760.93	240.101	673.649	-877.947	66.3485	234.403	1.93492	-797.91	0.570382
417.45	670.205	391.924	861.873	234.56	-753.114	262.705	670.205	-942.95	85.2869	234.56	0.762141	-797.618	0.570028
417.5	659.09	429.964	929.012	233.438	-748.007	291.841	659.09	-1021.29	69.9483	233.438	-5.55116	-802.904	0.569852
417.55	645.698	466.717	980.323	233.57	-744.142	318.475	645.698	-1084.35	55.09	233.57	-8.75488	-809.381	0.569915
417.6	634.611	493.435	999.994	232.19	-737.45	338.411	634.611	-1114.37	40.4842	232.19	-6.61581	-811.363	0.569971
417.65	626.301	517.143	996.664	230.354	-728.81	354.344	626.301	-1122.4	31.5064	230.354	-1.59906	-810.383	0.569941
417.7	621.865	521.492	1005.62	231.532	-719.566	375.013	621.865	-1132.8	-0.755688	231.532	-1.11209	-811.423	0.569937
417.75	622.982	538.449	1037.33	233.555	-709.708	396.571	622.982	-1168.27	-33.6235	233.555	-1.62259	-812.989	0.569993
417.8	629.852	569.439	1048.54	235.352	-699.201	414.354	629.852	-1192.3	-45.9868	235.352	0.891125	-812.755	0.570037
417.85	639.114	579.032	1037.56	235.368	-682.616	430.324	639.114	-1186.36	-65.9661	235.368	1.68559	-806.933	0.569905
417.9	643.117	554.81	965.618	234.933	-667.406	447.603	643.117	-1110.81	-79.6029	234.933	1.83591	-803.602	0.569314
417.95	637.936	505.578	883.621	234.707	-652.626	468.048	637.936	-1012.77	-103.456	234.707	-0.530281	-803.112	0.568887
418	628.578	469.36	825.628	232.213	-637.784	488.741	628.578	-941.327	-125.952	232.213	-3.14978	-803.509	0.568681
418.05	620.079	447.738	808.926	229.705	-623.335	509.739	620.079	-910.793	-159.017	229.705	-5.71938	-805.2	0.568786
418.1	621.12	449.403	812.504	226.846	-609.883	527.872	621.12	-909.703	-185.923	226.846	-5.33363	-806.584	0.569364
418.15	632.146	442.503	809.091	225.388	-597.619	544.651	632.146	-896.881	-214.576	225.388	-3.03738	-808.569	0.569581
418.2	647.878	448.345	812.504	225.577	-582.847	559.473	647.878	-896.911	-238.175	225.577	-0.929188	-807.911	0.569876
418.25	668.417	466.795	813.291	226.043	-566.62	574.399	668.417	-903.446	-251.246	226.043	0.06425	-806.841	0.570248
418.3	687.869	499.986	824.261	227.188	-547.775	589.7	687.869	-927.678	-262.31	227.188	-1.147	-804.862	0.570516
418.35	703.592	539.926	823.272	226.646	-528.29	603.945	703.592	-949.151	-261.552	226.646	-2.21956	-802.393	0.570939
418.4	709.481	556.459	790.747	225.127	-511.375	618.714	709.481	-933.243	-252.95	225.127	-1.76547	-802.688	0.570712
418.45	694.111	562.495	759.016	223.596	-492.382	633.322	694.111	-910.839	-250.754	223.596	-2.83653	-802.203	0.570085
418.5	663.327	542.924	727.508	222.912	-471.59	648.795	663.327	-868.866	-262.879	222.912	-5.89494	-802.058	0.569858
418.55	625.765	544.636	708.126	222.695	-451.928	661.506	625.765	-851.37	-270.628	222.695	-6.44756	-801.116	0.569673
418.6	595.934	585.893	701.785	222.554	-434.888	673.808	595.934	-874.38	-266.895	222.554	-4.61297	-801.95	0.570262
418.65	587.774	646.927	707.463	223.719	-418.368	688.711	587.774	-921.401	-264.65	223.719	-3.60828	-805.817	0.570927
418.7	598.619	702.849	689.947	228.375	-400.044	702.862	598.619	-953.218	-247.787	228.375	-3.54116	-808.726	0.571183
418.75	623.993	748.769	646.276	229.5	-378.595	712.597	623.993	-965.52	-214.705	229.5	-3.94184	-806.916	0.571466
418.8	655.901	771.195	569.516	230.413	-358.253	723.415	655.901	-944.643	-163.528	230.413	-3.92138	-807.254	0.57131
418.85	682.165	787.638	478.039	230.512	-338.968	736.551	682.165	-915.848	-100.575	230.512	-3.898	-810.797	0.571125
418.9	700.402	807.201	392.116	231.642	-317.991	747.61	700.402	-896.507	-40.0446	231.642	-4.38863	-812.416	0.57109
418.95	704.27	835.547	313.677	231.255	-295.229	753.672	704.27	-892.31	17.7444	231.255	-4.58863	-809.42	0.570624
