2.117174E+05	6.848908E+03	-9.696376E+05	1.930278E+05	-3.504251E+06	-4.440528E+05	6.601525E+00
2.094471E+05	7.759616E+03	-9.703754E+05	1.903875E+05	-3.511314E+06	-4.521038E+05	6.599193E+00
2.064782E+05	7.377618E+03	-9.698479E+05	1.863004E+05	-3.499495E+06	-4.535864E+05	6.597492E+00
2.050001E+05	6.132341E+03	-9.693758E+05	1.826635E+05	-3.512757E+06	-4.290304E+05	6.595979E+00
2.050339E+05	5.367936E+03	-9.686635E+05	1.783646E+05	-3.573343E+06	-3.926081E+05	6.593203E+00
2.081035E+05	4.589664E+03	-9.680770E+05	1.738045E+05	-3.624610E+06	-2.987969E+05	6.591632E+00
2.122018E+05	2.900218E+03	-9.674863E+05	1.722017E+05	-3.666448E+06	-1.567174E+05	6.592366E+00
2.132620E+05	6.428750E+02	-9.662595E+05	1.741269E+05	-3.707176E+06	-2.090292E+04	6.591981E+00
2.127389E+05	-2.271152E+03	-9.652069E+05	1.768096E+05	-3.720730E+06	6.548119E+04	6.590438E+00
2.103877E+05	-4.407748E+03	-9.638354E+05	1.783494E+05	-3.772391E+06	8.201470E+04	6.589206E+00
2.079955E+05	-4.119763E+03	-9.623019E+05	1.794661E+05	-3.832205E+06	7.611427E+04	6.588102E+00
2.065343E+05	-2.885009E+03	-9.612153E+05	1.782826E+05	-3.839183E+06	7.074105E+04	6.586479E+00
2.053199E+05	-2.271294E+03	-9.611139E+05	1.761644E+05	-3.817439E+06	7.774946E+04	6.586712E+00
2.051549E+05	-2.122257E+03	-9.617273E+05	1.766472E+05	-3.818430E+06	1.019301E+05	6.588122E+00
2.064483E+05	-2.119182E+03	-9.627497E+05	1.780236E+05	-3.867887E+06	1.043887E+05	6.588054E+00
2.110337E+05	-1.741294E+03	-9.643391E+05	1.785853E+05	-3.934967E+06	7.197131E+04	6.586693E+00
2.139990E+05	-5.370824E+02	-9.651444E+05	1.773382E+05	-4.009059E+06	4.469817E+03	6.586338E+00
2.153286E+05	-3.847404E+01	-9.660778E+05	1.765060E+05	-4.092486E+06	-6.171645E+04	6.586692E+00
