2.283904E+05	3.700284E+03	-9.638019E+05	2.476461E+05	-2.914122E+06	-4.604431E+05	6.594260E+00
2.302403E+05	3.138791E+03	-9.621657E+05	2.401385E+05	-2.978390E+06	-4.180382E+05	6.592158E+00
2.306418E+05	1.807630E+03	-9.609876E+05	2.340493E+05	-3.052101E+06	-3.699562E+05	6.591560E+00
2.277831E+05	-3.693418E+01	-9.604268E+05	2.305257E+05	-3.099180E+06	-3.355046E+05	6.590111E+00
2.259507E+05	-2.035433E+03	-9.600543E+05	2.264389E+05	-3.124054E+06	-3.321857E+05	6.586555E+00
2.290863E+05	-3.540432E+03	-9.588839E+05	2.204852E+05	-3.184662E+06	-3.174085E+05	6.583351E+00
2.344171E+05	-4.701143E+03	-9.586234E+05	2.140536E+05	-3.255208E+06	-2.921619E+05	6.581414E+00
2.387696E+05	-5.906707E+03	-9.605471E+05	2.085336E+05	-3.268114E+06	-2.823022E+05	6.579782E+00
2.411085E+05	-6.908789E+03	-9.633887E+05	2.052907E+05	-3.233846E+06	-2.692144E+05	6.579928E+00
2.422484E+05	-6.870422E+03	-9.658608E+05	2.069815E+05	-3.196629E+06	-2.329195E+05	6.581994E+00
2.413493E+05	-5.987615E+03	-9.666646E+05	2.132120E+05	-3.149283E+06	-1.632127E+05	6.582761E+00
2.412145E+05	-5.230289E+03	-9.664584E+05	2.200022E+05	-3.079540E+06	-6.576632E+04	6.582848E+00
2.402864E+05	-4.420153E+03	-9.668896E+05	2.274007E+05	-3.022552E+06	3.576424E+04	6.584597E+00
2.379391E+05	-3.750191E+03	-9.684814E+05	2.358317E+05	-3.000732E+06	1.175086E+05	6.585947E+00
2.358645E+05	-4.012239E+03	-9.695359E+05	2.411993E+05	-2.992840E+06	1.472741E+05	6.584300E+00
2.358843E+05	-4.488609E+03	-9.691181E+05	2.409716E+05	-2.998457E+06	1.313673E+05	6.583198E+00
2.392352E+05	-4.798848E+03	-9.675928E+05	2.389003E+05	-3.040769E+06	9.056547E+04	6.583586E+00
2.409603E+05	-5.387860E+03	-9.656748E+05	2.356649E+05	-3.082922E+06	2.909027E+04	6.582763E+00
2.409944E+05	-5.476387E+03	-9.643761E+05	2.306437E+05	-3.112228E+06	-4.030098E+04	6.581618E+00
2.395887E+05	-5.155793E+03	-9.631174E+05	2.259106E+05	-3.136510E+06	-9.938984E+04	6.581129E+00
2.391763E+05	-4.741415E+03	-9.606958E+05	2.217589E+05	-3.153482E+06	-1.497759E+05	6.579782E+00
2.413858E+05	-3.867217E+03	-9.571841E+05	2.165623E+05	-3.166228E+06	-2.226365E+05	6.577000E+00
2.442775E+05	-2.766597E+03	-9.537209E+05	2.104186E+05	-3.191162E+06	-3.127504E+05	6.575720E+00
2.473950E+05	-1.685994E+03	-9.519129E+05	2.060945E+05	-3.226828E+06	-3.753620E+05	6.575705E+00
2.501406E+05	-5.467053E+02	-9.521968E+05	2.040633E+05	-3.244888E+06	-4.018572E+05	6.575540E+00
2.517153E+05	1.612581E+02	-9.535952E+05	2.031063E+05	-3.242838E+06	-4.159595E+05	6.575297E+00
2.526771E+05	4.085516E+02	-9.550619E+05	2.039563E+05	-3.248326E+06	-4.366286E+05	6.576507E+00
2.527869E+05	1.062186E+03	-9.565411E+05	2.075812E+05	-3.250478E+06	-4.603665E+05	6.578430E+00
2.505375E+05	1.922279E+03	-9.583210E+05	2.129717E+05	-3.226990E+06	-4.714341E+05	6.579918E+00
2.467010E+05	2.581318E+03	-9.607003E+05	2.192433E+05	-3.197333E+06	-4.768826E+05	6.582010E+00
2.424064E+05	3.175876E+03	-9.632189E+05	2.262720E+05	-3.169715E+06	-4.898600E+05	6.584229E+00
2.387153E+05	3.174893E+03	-9.643230E+05	2.324123E+05	-3.135768E+06	-5.199064E+05	6.584864E+00
2.375982E+05	2.723656E+03	-9.643641E+05	2.350129E+05	-3.085236E+06	-5.083279E+05	6.584362E+00
2.361283E+05	2.649839E+03	-9.632448E+05	2.337336E+05	-3.032231E+06	-4.792833E+05	6.584442E+00
2.351832E+05	2.898870E+03	-9.623288E+05	2.314798E+05	-2.970845E+06	-4.091907E+05	6.585432E+00
2.343553E+05	2.600953E+03	-9.629338E+05	2.295019E+05	-2.903868E+06	-2.964185E+05	6.586432E+00
2.325414E+05	1.774968E+03	-9.632297E+05	2.286100E+05	-2.875042E+06	-2.346291E+05	6.587429E+00
2.309590E+05	7.994627E+02	-9.626066E+05	2.293965E+05	-2.875389E+06	-2.107762E+05	6.588492E+00
2.302554E+05	-8.579370E+01	-9.618363E+05	2.303815E+05	-2.875817E+06	-1.759944E+05	6.587790E+00
2.308145E+05	-2.613031E+02	-9.618588E+05	2.288940E+05	-2.872416E+06	-1.040217E+05	6.585523E+00
2.319285E+05	-2.335667E+02	-9.626249E+05	2.237178E+05	-2.875729E+06	-2.381948E+04	6.583457E+00
2.360580E+05	-9.797146E+02	-9.646761E+05	2.172105E+05	-2.908669E+06	6.576338E+04	6.582800E+00
2.401929E+05	-2.304176E+03	-9.663846E+05	2.109638E+05	-2.949280E+06	1.175759E+05	6.582235E+00
2.447744E+05	-3.500672E+03	-9.660379E+05	2.058175E+05	-2.984272E+06	1.184136E+05	6.581893E+00
2.500642E+05	-4.125988E+03	-9.644124E+05	2.020702E+05	-3.009759E+06	1.299828E+05	6.581958E+00
2.555934E+05	-3.890530E+03	-9.635850E+05	2.006939E+05	-3.023699E+06	1.820006E+05	6.582572E+00
2.590571E+05	-3.180254E+03	-9.647752E+05	2.011887E+05	-3.032058E+06	2.405083E+05	6.582955E+00
2.587427E+05	-2.942291E+03	-9.669969E+05	2.023690E+05	-3.020389E+06	2.430717E+05	6.583261E+00
2.573260E+05	-2.716274E+03	-9.689689E+05	2.048188E+05	-3.003680E+06	2.026305E+05	6.585017E+00
2.551230E+05	-1.905367E+03	-9.698439E+05	2.099557E+05	-2.991851E+06	1.278438E+05	6.587893E+00
2.525282E+05	-6.492302E+02	-9.695874E+05	2.170395E+05	-3.000205E+06	3.915174E+04	6.590376E+00
2.504942E+05	7.728964E+02	-9.700222E+05	2.254764E+05	-3.030538E+06	-7.883776E+03	6.593209E+00
2.464245E+05	1.862682E+03	-9.718652E+05	2.342214E+05	-3.052873E+06	-5.032713E+04	6.595232E+00
2.421417E+05	1.958658E+03	-9.725975E+05	2.394798E+05	-3.045075E+06	-8.255413E+04	6.594349E+00
